,grantee_num,States,cofips_g,city,grantee_name,address,city_name,grantee_name65
1057,60280,LA,71,1690,TOTAL COMMUNITY ACTION INC,1770 TCHOUPITOULAS ST,NEW ORLEANS,TOTAL COMMUNITY ACTION INC
1058,60290,LA,77,1700,"POINTE COUPEE COMMUNITY ADVANCEMENT, INC",702 OLINDE ST,NEW ROADS,"POINTE COUPEE COMMUNITY ADVANCEMENT, INC"
1059,60299,LA,79,40,"CENLA COMMUNITY ACTION COMMITTEE, INC.",425 BOLTON AVE,ALEXANDRIA,"CENLA COMMUNITY ACTION COMMITTEE, INC."
1060,60303,LA,93,1360,"ST. JAMES PARISH COMMUNITY ACTION, INC","PO BOX 87, OLD COURTHOUSE BLD",CONVENT,"ST. JAMES PARISH COMMUNITY ACTION, INC"
1061,60306,LA,101,780,"ST. MARY CA COMMITTEE ASSN., INC.",317 WILSON ST,FRANKLIN,"ST. MARY CA COMMITTEE ASSN., INC."
1062,60319,LA,111,740,"UNION COMMUNITY ACTION ASSOCIATION, INC",PO BOX 520,FARMERVILLE,"UNION COMMUNITY ACTION ASSOCIATION, INC"
1063,60325,LA,19,1550,WEBSTER COMMUNITY ACTION ASSOCIATION,"PO BOX 876, 208 GLEASON ST",MINDEN,WEBSTER COMMUNITY ACTION ASSOCIATION
1064,60329,LA,123,1750,MACON ECONOMIC OPPORTUNITY,PO BOX 443,OAK GROVE,MACON ECONOMIC OPPORTUNITY
1157,61293,LA,35,1260,"EAST CARRALL CA ASSOCIATION, INC",OLD COURTHOUSE BUILDING,LAKE PROVIDENCE,"EAST CARRALL CA ASSOCIATION, INC"
1159,61341,LA,1,520,TRI-PARISH PROGRESS,"PO BOX 1404, 306 N PARKERSON",CROWLEY,TRI-PARISH PROGRESS
1162,61442,LA,55,1230,SMILE COMMUNITY ACTION AGENCY,510 ST JOHN ST P O BOX 3343,LAFAYETTE,SMILE COMMUNITY ACTION AGENCY
1185,61543,LA,71,1690,TULANE UNIVERSITY,6823 ST CHARLES AVENUE,NEW ORLEANS,TULANE UNIVERSITY
80,10005,ME,29,10,PASSAMAQUODDY TRIBAL COUNCILS,,,PASSAMAQUODDY TRIBAL COUNCILS
87,10015,ME,13,7060,PENOBSCOT BAY MEDICAL CENTER,SUMMER STREET BOX 158,ROCKPORT,PENOBSCOT BAY MEDICAL CENTER
90,10023,ME,5,7305,RURAL COUNCIL FOR COMMUNITY ACTION INC,,DOUGLAS HILL,RURAL COUNCIL FOR COMMUNITY ACTION INC
92,10031,ME,9,0,"HOMEWORKERS ORGANIZED FOR MORE EMPLY,INC",ROUTE 1,ORLAND,"HOMEWORKERS ORGANIZED FOR MORE EMPLY,INC"
96,10037,ME,7,2750,RURAL HEALTH ASSOCIATES,BOX 792,FARMINGTON,RURAL HEALTH ASSOCIATES
106,10065,ME,3,6450,"AROOSTOOK COUNTY ACTION PROGRAM, INC.",PO BOX 1116,PRESQUE ISLE,"AROOSTOOK COUNTY ACTION PROGRAM, INC."
107,10067,ME,23,350,COASTAL ECONOMIC DEVELOPMENT INC.,48 FRONT ST,BATH,COASTAL ECONOMIC DEVELOPMENT INC.
114,10152,ME,3,6450,CENTRAL AROOSTOOK ACTION PROGRAM,P O BOX 1116,PRESQUE ISLE,CENTRAL AROOSTOOK ACTION PROGRAM
115,10158,ME,3,2900,ST JOHN VALLEY ACTION COUNCIL INC,16 W. MAIN ST,FORT KENT,ST JOHN VALLEY ACTION COUNCIL INC
116,10162,ME,5,350,MERRYMEETING COMM ACTION INC.,48 FRONT ST,BATH,MERRYMEETING COMM ACTION INC.
117,10164,ME,5,6400,PEOPLES REGIONAL OPPORTUNITY PROGRAMM,157 STATE ST,PORTLAND,PEOPLES REGIONAL OPPORTUNITY PROGRAMM
118,10169,ME,7,2357,FRANKLIN COUNTY COMMUNITY ACTION COUN,,EAST WILTON,FRANKLIN COUNTY COMMUNITY ACTION COUN
119,10171,ME,11,160,SOUTHERN KENNEBEC VALLEY CAA,OXFORD AND FRANKLIN,AUGUSTA,SOUTHERN KENNEBEC VALLEY CAA
120,10173,ME,11,160,MAINE DIVISION OF EO,STATE HOUSE,AUGUSTA,MAINE DIVISION OF EO
121,10174,ME,11,8900,NORTHERN KENNEBEC VALLEY CA COUNCIL,101 WATER ST,WATERVILLE,NORTHERN KENNEBEC VALLEY CA COUNCIL
122,10175,ME,5,6400,PINE TREE LEGAL ASSISTANCE INC,565 CONGRESS STREET 3RD FLOOR,PORTLAND,PINE TREE LEGAL ASSISTANCE INC
123,10177,ME,13,7000,KNOX COUNTY COMMUNITY ACTION,431 MAIN ST,ROCKLAND,KNOX COUNTY COMMUNITY ACTION
124,10185,ME,17,5650,OXFORD COUNTY ECON OPPORTUNITY COUNCIL,87 MAIN ST,NORWAY,OXFORD COUNTY ECON OPPORTUNITY COUNCIL
125,10191,ME,19,250,"PENQUIS COMM ACTION PROGRAM, INC.",611 HAMMOND ST,BANGOR,"PENQUIS COMM ACTION PROGRAM, INC."
126,10194,ME,21,2150,CENTRAL COMMUNITY COUNCIL,CENTRAL HALL MUNICIPAL BLDG,DOVER-FOXCROFT,CENTRAL COMMUNITY COUNCIL
127,10198,ME,27,400,WALDO CNT COMM FOR SOCIAL ACTION,67 CHURCH ST,BELFAST,WALDO CNT COMM FOR SOCIAL ACTION
128,10205,ME,29,4800,WASHINGTON COUNTY REGIONAL ACTION AGENCY,CENTER AND MAIN STREETS,MACHIAS,WASHINGTON COUNTY REGIONAL ACTION AGENCY
129,10207,ME,31,10,YORK COUNTY COMMUNITY ACTION CORP.,COUNTY COURTHOUSE,ALFRED,YORK COUNTY COMMUNITY ACTION CORP.
331,30065,MD,510,50,REGIONAL PLANNING COUNCIL,701 ST PAUL STREET,BALTIMORE,REGIONAL PLANNING COUNCIL
340,30078,MD,510,50,FIRST MARYLAND HLTH CARE CORPORATION INC,4901 PARK HEGHTS AVENUE,BALTIMORE,FIRST MARYLAND HLTH CARE CORPORATION INC
345,30085,MD,510,50,LUTHERAN MISSION SOCIETY OF MARYLAND,509 PARK AVENUE,BALTIMORE,LUTHERAN MISSION SOCIETY OF MARYLAND
351,30091,MD,510,50,G M W EDUCATIONAL SYSTEMS INC,POST OFFICE BOX 1451,BALTIMORE,G M W EDUCATIONAL SYSTEMS INC
353,30379,MD,1,410,"CAC OF ALLEGANY COUNTY, MARYLAND, INC.",114 HANOVER ST,CUMBERLAND,"CAC OF ALLEGANY COUNTY, MARYLAND, INC."
354,30380,MD,3,33,"EO COMMITTEE, INC. OF ANNE ARUNDEL CNT","126 WEST ST, PO BOX 1951",ANNAPOLIS,"EO COMMITTEE, INC. OF ANNE ARUNDEL CNT"
355,30382,MD,5,1585,BALTIMORE COUNTY COMM ACTION AGENCY,7215 YORK RD,BALTIMORE,BALTIMORE COUNTY COMM ACTION AGENCY
356,30396,MD,510,50,MAYOR & CITY COUNCIL OF BALTIMORE-CAA,11 E MOUNT ROYAL AVE,BALTIMORE,MAYOR & CITY COUNCIL OF BALTIMORE-CAA
357,30413,MD,510,50,MARYLAND OEO,1100 N EUTAW ST,BALTIMORE,MARYLAND OEO
358,30431,MD,17,815,"SOUTHERN MARYLAND TRI-COUNTY CAC, INC.",HARTMAN BUILDING,HUGHESVILLE,"SOUTHERN MARYLAND TRI-COUNTY CAC, INC."
359,30434,MD,19,230,DORCHESTER COMMUNITY DEVELOPMENT CORP,445 RACE ST,CAMBRIDGE,DORCHESTER COMMUNITY DEVELOPMENT CORP
360,30436,MD,21,580,FREDERICK COUNTY COMMUNITY ACTION AGENCY,12 EAST CHURCH ST,FREDERICK,FREDERICK COUNTY COMMUNITY ACTION AGENCY
361,30440,MD,23,1140,"GARRETT COUNTY CA COMMITTEE, INC.",PO BOX 149,OAKLAND,"GARRETT COUNTY CA COMMITTEE, INC."
362,30442,MD,25,90,HARFORD CO.COMMUNITY ACTION COMMITTEE,26 EAST COURTLAND ST,BEL AIR,HARFORD CO.COMMUNITY ACTION COMMITTEE
363,30445,MD,27,530,COMMUNITY ACTION AGENCY OF HOWARD CO.,8316 MAIN ST,ELLICOTT,COMMUNITY ACTION AGENCY OF HOWARD CO.
364,30450,MD,31,1360,MONTGOMERY CNT COMM ACTION COMMITTEE,301 E JEFFERSON ST,ROCKVILLE,MONTGOMERY CNT COMM ACTION COMMITTEE
365,30465,MD,33,370,UNIVERSITY OF MARYLAND,,COLLEGE PK,UNIVERSITY OF MARYLAND
366,30473,MD,39,1280,"SOMERSET CTY COMMUNITY ACTION COMTE,INC",PO BOX 426,PRINCESS ANNE,"SOMERSET CTY COMMUNITY ACTION COMTE,INC"
367,30477,MD,43,730,"WASHINGTON COUNTY CA COUNCIL, INC.",101 SUMMIT AVE,HAGERSTOWN,"WASHINGTON COUNTY CA COUNCIL, INC."
444,31313,MD,35,270,KENT-QUEEN ANNE'S-TALBOT AREA COUN INC.,"202 W WATER ST, PO BOX A",CENTREVILLE,KENT-QUEEN ANNE'S-TALBOT AREA COUN INC.
457,31614,MD,45,1380,SHORE UP INC,118 N DIVISION ST,SALISBURY,SHORE UP INC
79,10004,MA,25,120,PLANNING OFFICE FOR URBAN AFFAIRS,7 MARSHALL STREET,BOSTON,PLANNING OFFICE FOR URBAN AFFAIRS
81,10006,MA,25,120,THE CIRCLE INC,90 WARREN ST,BOSTON,THE CIRCLE INC
82,10007,MA,17,140,CENTER FOR THE STUDY OF PUBLIC POLICY,1878 MASSACHUSETTS AVE,CAMBRIDGE,CENTER FOR THE STUDY OF PUBLIC POLICY
85,10012,MA,25,120,DEPT OF ATTON GENL CONSUMER PROTEC DIV,ROOM 167 STATE HOUSE,BOSTON,DEPT OF ATTON GENL CONSUMER PROTEC DIV
93,10032,MA,25,120,NEW ENGLAND REGIONAL COMMISSION,55 COURT STREET,BOSTON,NEW ENGLAND REGIONAL COMMISSION
94,10033,MA,13,1270,NEW ENG REG SPANISH AMERICAN INSTITUTE,11EASTERN AVENUE,SPRINGFIELD,NEW ENG REG SPANISH AMERICAN INSTITUTE
97,10039,MA,25,120,HEALTH INC,333 LONGWOOD AVENUE,BOSTON,HEALTH INC
98,10040,MA,17,170,CAMBRIDGE AND SOMERVILLE LEGAL SERV INC,235 BROADWAY,CAMBRIDGE,CAMBRIDGE AND SOMERVILLE LEGAL SERV INC
99,10041,MA,25,0,E BOSTON NEIGHBORHOOD COUNCIL,144 MERIDIAN STREET,EAST BOSTON,E BOSTON NEIGHBORHOOD COUNCIL
100,10043,MA,17,170,INSTITUTE FOR NEW ENTERPRISE DEVELOPMENT,375 CONCORD AVE,BELMONT,INSTITUTE FOR NEW ENTERPRISE DEVELOPMENT
130,10209,MA,1,540,"CAC OF CAPE COD & ISLANDS, INC.","BOX 954, MARY DUNN RD",HYANNIS,"CAC OF CAPE COD & ISLANDS, INC."
131,10212,MA,3,1030,"BERKSHIRE COMMUNITY ACTION COUNCIL, INC.",54 WENDELL AVENUE,PITTSFIELD,"BERKSHIRE COMMUNITY ACTION COUNCIL, INC."
132,10215,MA,5,320,"CITIZENS FOR CITIZENS, INC.",264 GRIFFIN ST,FALL RIVER,"CITIZENS FOR CITIZENS, INC."
133,10224,MA,5,850,"ONBOARD, INC.",72 HOWARD STREET,NEW BEDFORD,"ONBOARD, INC."
134,10235,MA,9,430,"ACTION, INC.",24 ELM ST,GLOUCESTER,"ACTION, INC."
135,10239,MA,9,570,"GREATER LAWRENCE CA COUNCIL, INC.",301 ESSEX ST,LAWRENCE,"GREATER LAWRENCE CA COUNCIL, INC."
136,10240,MA,9,470,"HAVERHILL CA COMMISSION, INC.",409 WASHINGTON ST,HAVERHILL,"HAVERHILL CA COMMISSION, INC."
137,10242,MA,9,650,"LYNN ECONOMIC OPPORTUNITY, INC.",360 WASHINGTON STREET,LYNN,"LYNN ECONOMIC OPPORTUNITY, INC."
138,10246,MA,9,100,"NORTH SHORE CAP, INC.",236 REAR CABOT STREET,BEVERLY,"NORTH SHORE CAP, INC."
139,10249,MA,11,450,FRANKLIN COMMUNITY ACTION CORP.,41 FEDERAL STREET,GREENFIELD,FRANKLIN COMMUNITY ACTION CORP.
140,10256,MA,13,210,COMMUNITY & REGIONAL OPPORTUNITY PROGRAM,161 SCHOOL ST,CHICOPEE,COMMUNITY & REGIONAL OPPORTUNITY PROGRAM
141,10264,MA,13,1270,"SPRINGFIELD ACTION COMMISSION, INC.",11 EASTERN AVE,SPRINGFIELD,"SPRINGFIELD ACTION COMMISSION, INC."
142,10267,MA,15,890,"HAMPSHIRE COM ACT COMMISSION, INC","42 GOTHIC ST, PO BOX 7",NORTHAMPTON,"HAMPSHIRE COM ACT COMMISSION, INC"
143,10276,MA,17,170,"CAMBRIDGE EO COMMITTEE, INC",12 ESSEX STREET,CAMBRIDGE,"CAMBRIDGE EO COMMITTEE, INC"
144,10282,MA,17,630,"COMMUNITY TEAMWORK, INC.",10 BRIDGE ST,LOWELL,"COMMUNITY TEAMWORK, INC."
145,10301,MA,17,170,PRESIDENT & FELLOWS OF HARVARD COLLEGE,1350 MASSACHUSETTS AVENUE,CAMBRIDGE,PRESIDENT & FELLOWS OF HARVARD COLLEGE
146,10304,MA,17,375,SOUTH MIDDLESEX OPPORTUNITY COUNCIL INC,36 CONCORD ST,FRAMINGHAM,SOUTH MIDDLESEX OPPORTUNITY COUNCIL INC
147,10319,MA,21,1060,QUINCY COMMUNITY ACTION ORGANIZATION INC,372 GRANITE STREET,QUINCY,QUINCY COMMUNITY ACTION ORGANIZATION INC
148,10321,MA,23,1040,"SOUTH SHORE CA COUNCIL, INC.",17 COURT ST,PLYMOUTH,"SOUTH SHORE CA COUNCIL, INC."
149,10323,MA,23,140,"SELF HELP, INC.",196 MAIN ST,BROCKTON,"SELF HELP, INC."
150,10324,MA,25,120,ACTION FOR BOSTON COMMUNITY DEVELOPMENT,150 TREMONT STREET,BOSTON,ACTION FOR BOSTON COMMUNITY DEVELOPMENT
151,10333,MA,25,120,DEPT OF COMMUNITY AFFAIRS ST AG ASST,141 MILK ST,BOSTON,DEPT OF COMMUNITY AFFAIRS ST AG ASST
152,10348,MA,25,120,NORTH EASTERN UNIVERSITY,360 HUNTINGTON AVENUE,BOSTON,NORTH EASTERN UNIVERSITY
153,10363,MA,25,120,VOLUNTARY DEFENDERS COMMITTEE INC,2 PARK SQUARE,BOSTON,VOLUNTARY DEFENDERS COMMITTEE INC
154,10378,MA,27,610,MONTACHUSETT OPPORTUNITY COUNCIL INC,305 WHITNEY ST,LEOMINSTER,MONTACHUSETT OPPORTUNITY COUNCIL INC
155,10389,MA,27,1520,"WORCESTER COMMUNITY ACTION COUNCIL, INC.",340 MAIN STREET,WORCESTER,"WORCESTER COMMUNITY ACTION COUNCIL, INC."
163,11008,MA,17,720,TRUSTEES OF TUFTS COLLEGE,,MEDFORD,TRUSTEES OF TUFTS COLLEGE
180,11523,MA,25,120,TENANT MANAGEMENT CORPORATION INC,950 PARKER ST,BOSTON,TENANT MANAGEMENT CORPORATION INC
182,11791,MA,25,200,"COMMUNITY ACTION PROGRAMS INTER-CTY, INC",224 BROADWAY STREET,CHELSEA,"COMMUNITY ACTION PROGRAMS INTER-CTY, INC"
183,11800,MA,17,1190,"EASTERN MIDDLESEX OPP COUNCIL, INC.",73 UNION SQUARE,SOMERVILLE,"EASTERN MIDDLESEX OPP COUNCIL, INC."
184,12020,MA,25,1070,NORTH SUFFOLK LEGAL ASSISTANCE ASSN,317 BROADWAY,REVERE,NORTH SUFFOLK LEGAL ASSISTANCE ASSN
185,12068,MA,17,170,URBAN PLANNING AID INC,639 MASSACHUSETTS AVENUE,CAMBRIDGE,URBAN PLANNING AID INC
187,12072,MA,15,30,HAMPSHIRE COLLEGE,893 W ST,AMHERST,HAMPSHIRE COLLEGE
189,12083,MA,25,0,BOSTON COLLEGE LAW SCHOOL,ST THOMAS MORE DRIVE,BRIGHTON,BOSTON COLLEGE LAW SCHOOL
190,12085,MA,17,170,CENTER FOR COMMUNITY ECONOMIC DEVEL,1878 MASSACHUSETTS AVE,CAMBRIDGE,
191,12088,MA,25,120,TRUSTEES OF HLT & HOSP OF THE CITY OF BT,909 MASSACHUSETTS AVE,BOSTON,TRUSTEES OF HLT & HOSP OF THE CITY OF BT
763,50011,MI,65,2700,MICH STATE CHAMBER OF COMMERCE,501 SO CAPITOL SUITE 500,LANSING,MICH STATE CHAMBER OF COMMERCE
797,50103,MI,21,4410,BERRIENCOUNTYLEGALSERVICEBUREAU,901PORTSTREET,STJOSEPH,BERRIENCOUNTYLEGALSERVICEBUREAU
799,50106,MI,81,2010,LEGAL AID & DEFENDER ASSN OF KNT COUNTY,1208MCKAYTOWER,GRAND RAPIDS,LEGAL AID & DEFENDER ASSN OF KNT COUNTY
805,50116,MI,49,1730,LEGAL AID SOCIETY OF GTR FLINT-SAGINAW,914 CHURCH STREET,FLINT,LEGAL AID SOCIETY OF GTR FLINT-SAGINAW
846,50399,MI,5,80,ALLEGAN COUNTY RESOURCE DEVELOPMENT COMM,315 HUBBARD STREET,ALLEGAN,ALLEGAN COUNTY RESOURCE DEVELOPMENT COMM
847,50416,MI,21,410,TRI-COUNTY COMMUNIT Y ACTION COMM INC,720 E MAIN STREET,BENTON HARBOR,TRI-COUNTY COMMUNIT Y ACTION COMM INC
848,50420,MI,25,310,CALHOUN COMMUNITY ACTION AGENCY,PO BOX 1026,BATTLE CREEK,CALHOUN COMMUNITY ACTION AGENCY
849,50427,MI,33,4480,CHIPPEWA-LUCE-MACKINAC CAA,519 ASHMUN,SAULT STE MARIE,CHIPPEWA-LUCE-MACKINAC CAA
850,50436,MI,41,1590,MENOMINEE- DELTA-SCHOOLCRAFT CAA,225 NORTH 21ST STREET,ESCANABA,MENOMINEE- DELTA-SCHOOLCRAFT CAA
851,50438,MI,41,1590,UPPER PENINSULA COMM FOR AREA PROGRESS,118 NORTH 22ND STREET,ESCANABA,UPPER PENINSULA COMM FOR AREA PROGRESS
852,50445,MI,49,1730,GENESEE COUNTY COMMUNITY ACTION AGENCY,"601 DRYDEN BLD, 601 S SAGINAW",FLINT,GENESEE COUNTY COMMUNITY ACTION AGENCY
853,50458,MI,65,2700,"CAPITOL AREA EOC, INC",101 E WILLOW,LANSING,"CAPITOL AREA EOC, INC"
854,50471,MI,65,2700,MICHIGAN ECONOMIC OPPORTUNITY OFFICE,4000 N GRAND RIVER AVE,LANSING,MICHIGAN ECONOMIC OPPORTUNITY OFFICE
855,50474,MI,65,1430,MICHIGAN STATE UNIVERSITY,4-B HOME ECONOMICS BLDG,EAST LANSING,MICHIGAN STATE UNIVERSITY
856,50484,MI,71,2460,DICKINSON-IRON COUNTY CAA,"107 - 4TH ST, PO BOX 549",IRON RIVER,DICKINSON-IRON COUNTY CAA
857,50491,MI,75,2500,JACKSON-HILLSDALE AREA COMMISSION ON EO,"401 S MECHANIC ST, PO DR 1107",JACKSON,JACKSON-HILLSDALE AREA COMMISSION ON EO
858,50492,MI,77,2520,KALAMAZOO COUNTY COM ACT PRO INC,600 W MICHIGAN AVE,KALAMAZOO,KALAMAZOO COUNTY COM ACT PRO INC
859,50515,MI,81,2010,"KENT COMMUNITY ACTION PROGRAM, INC.",550 CHERRY SE,GRAND RAPIDS,"KENT COMMUNITY ACTION PROGRAM, INC."
860,50518,MI,85,1170,"FIVE CAP, INC.",BOX 132,CUSTER,"FIVE CAP, INC."
861,50540,MI,99,3390,MACOMB COUNTY BOARD OF COMMISSIONERS,MACOMB COUNTY COURT BUILDING,MT CLEMENS,MACOMB COUNTY BOARD OF COMMISSIONERS
862,50550,MI,115,3320,ECON OPP INC OF MONROE COUNTY,105 EAST FRONT STREET,MONROE,ECON OPP INC OF MONROE COUNTY
863,50564,MI,125,4020,OAKLAND COUNTY COMMISSION ON EO,196 OAKLAND AVENUE,PONTIAC,OAKLAND COUNTY COMMISSION ON EO
864,50572,MI,133,300,"SIXCAP, INCORPORATED",AMERICAN LEGION HALL,BARRYTON,
865,50580,MI,145,4350,SAGINAW CNT COMMUNITY ACTION COMMITTEE,1407 JAMES ST,SAGINAW,SAGINAW CNT COMMUNITY ACTION COMMITTEE
866,50592,MI,157,760,"THUMB AREA EO COMMISSION, INC.",264 NORTH STATE STREET,CARO,"THUMB AREA EO COMMISSION, INC."
867,50618,MI,163,1260,DETROIT MAYOR'S COMM FOR HUMAN RES DEV,903 W GRAND BOULEVARD,DETROIT,DETROIT MAYOR'S COMM FOR HUMAN RES DEV
868,50655,MI,163,1260,WAYNE STATE UNIVERSITY,LAW SCHOOL ANNEX,DETROIT,WAYNE STATE UNIVERSITY
971,51488,MI,73,3410,UNITED MIGRANTS FOR OPPORTUNITY INC,111 SOUTH LANSING,MT PLEASANT,UNITED MIGRANTS FOR OPPORTUNITY INC
974,51502,MI,7,120,"NE MICHIGAN COMMUNITY ACTION, INC.",275 BAGLEY STREET,ALPENA,"NE MICHIGAN COMMUNITY ACTION, INC."
977,51508,MI,97,4390,INTER-TRIBAL COUNCILS OF MICHIGAN,PO BOX 305,ST. IGNACE,INTER-TRIBAL COUNCILS OF MICHIGAN
979,51517,MI,161,150,THE REGENTS OF THE UNI OF MICHIGAN,3014 ADMINISTRATION BLDG,ANN ARBOR,THE REGENTS OF THE UNI OF MICHIGAN
983,51524,MI,163,1260,INNER-CITY BUSINESS IMPROVEMENT FORUM,6072-14 ST,DETROIT,INNER-CITY BUSINESS IMPROVEMENT FORUM
769,50048,MN,21,1100,LEECH LAKE RESERVATION LEGAL SERVICES,BOX 425,CASS LAKE,LEECH LAKE RESERVATION LEGAL SERVICES
774,50054,MN,123,6330,REGENTS OF THE UNIVERSITY OF MINNESOTA,ADM SER BLDG 2610 UNIVERSITY A,ST PAUL,REGENTS OF THE UNIVERSITY OF MINNESOTA
777,50058,MN,123,4170,MINNESOTA MIGRANT COUNCIL,BOX 67,LEWISVILLE,MINNESOTA MIGRANT COUNCIL
800,50109,MN,53,4760,UNIV OF MINNESOTA-PROJECT STAIRS,2736 17TH AVENUE SOUTH,MINNEAPOLIS,UNIV OF MINNESOTA-PROJECT STAIRS
801,50111,MN,53,4760,LEGAL AID SOCIETY OF MINNEAPOLIS INC,501 PARK AVE,MINNEAPOLIS,LEGAL AID SOCIETY OF MINNEAPOLIS INC
803,50114,MN,53,4760,UPPER MIDWEST AMERICAN INDIAN CENTER,2533 NICOLLET AVENUE,MAINEAPOLIS MINN,UPPER MIDWEST AMERICAN INDIAN CENTER
804,50115,MN,123,6330,STATE OF MINNESOTA,550 CEDAR STREET - CAPITOL SQ,SAINT PAUL,STATE OF MINNESOTA
869,50656,MN,3,190,ANOKA COUNTY COUNCIL OF EO,COURT HOUSE,ANOKA,ANOKA COUNTY COUNCIL OF EO
870,50657,MN,5,1810,MAHUBE COMMUNITY COUNCIL INC,200 E STATE ST PO BOX 747,DETROIT LAKES,MAHUBE COMMUNITY COUNCIL INC
871,50660,MN,5,7555,WHITE EARTH RESERVATION BUSINESS COMMITT,PO BOX 274,WHITE EARTH,WHITE EARTH RESERVATION BUSINESS COMMITT
872,50661,MN,7,530,BI-COUNTY COMMUNITY ACTION COUNCIL,"PO BOX 553, 211 MINNESOTA AVE",BEMIDJI,BI-COUNTY COMMUNITY ACTION COUNCIL
873,50662,MN,7,530,TRI STATE ICAP INCORPORATED,BOX 26,CASS LAKE,TRI STATE ICAP INCORPORATED
874,50664,MN,7,5827,RED LAKE TRIBAL COUNCIL,REDLAKE PCOC,REDLAKE,RED LAKE TRIBAL COUNCIL
875,50669,MN,9,6250,"TRI-COUNTY ACTION PROGRAMS, INC","103 3RD AVE S, PO BOX 1205",ST CLOUD,"TRI-COUNTY ACTION PROGRAMS, INC"
876,50671,MN,17,1370,FOND DU LAC RESERVATION BUSINESS COMM,ROUTE 3 BOX 16,CLOQUET,FOND DU LAC RESERVATION BUSINESS COMM
877,50672,MN,19,1180,"SCOTT-CARVER ECONOMIC COUNCIL, INC.",CARVER COUNTY COURT HOUSE,CHASKA,"SCOTT-CARVER ECONOMIC COUNCIL, INC."
878,50673,MN,21,1100,LEECH LAKE RESERVATION BUSINESS COMM,BOX 308,CASS LAKE,LEECH LAKE RESERVATION BUSINESS COMM
879,50675,MN,23,4840,WESTERN TRI-COUNTY CA COUNCIL INC,COURTHOUSE,MONTEVIDEO,WESTERN TRI-COUNTY CA COUNCIL INC
880,50677,MN,27,4880,"CLAY-WILKIN OPPORTUNITY COUNCIL, INC",OLD POST OFFICE BUILDING,MOORHEAD,"CLAY-WILKIN OPPORTUNITY COUNCIL, INC"
881,50682,MN,35,4210,"TRI-COUNTY COMMUNITY ACTION PROGRAM, INC",104 SE SECOND ST,LITTLE FALLS,"TRI-COUNTY COMMUNITY ACTION PROGRAM, INC"
882,50687,MN,45,6120,SEMCAC INC,BOX 507,RUSHFORD,SEMCAC INC
883,50690,MN,49,7830,GOODHUE RICE WABASHA CITIZENS ACT COUN,"CARNEGIE PUBLIC LIB., BOX 157",ZUMBROTA,GOODHUE RICE WABASHA CITIZENS ACT COUN
884,50693,MN,51,2070,"WEST CENTRAL MINNESOTA CA, INC.",BOX 397,ELBOW LAKE,"WEST CENTRAL MINNESOTA CA, INC."
885,50713,MN,59,1020,"LAKES AND PINES CA COUNCIL, INC.",47 N PARK ST,MORA,"LAKES AND PINES CA COUNCIL, INC."
886,50714,MN,61,2850,"KOOCHICHING ITASCA ACTION COUNCIL, INC.",5 EAST 5TH STREET,GRAND RAPIDS,"KOOCHICHING ITASCA ACTION COUNCIL, INC."
887,50715,MN,63,3580,SOUTH CENTRAL COMM ACTION COUNCIL INC,303 THIRD ST PO BOX 207,JACKSON,SOUTH CENTRAL COMM ACTION COUNCIL INC
888,50718,MN,67,7590,"LITTLE CROW COMMUNITY COUNCIL, INC.",COURTHOUSE - ROOM 212,WILLMAR,"LITTLE CROW COMMUNITY COUNCIL, INC."
889,50719,MN,83,4570,"WESTERN COMMUNITY ACTION, INC","PO BOX 246, 438 WEST MAIN ST",MARSHALL,"WESTERN COMMUNITY ACTION, INC"
890,50721,MN,95,5410,MILLE LACS RESERVATION BUSINESS COMMITT,STAR ROUTE,ONAMIA,MILLE LACS RESERVATION BUSINESS COMMITT
891,50723,MN,103,4150,MINNESOTA VALLEY ACTION COUNCIL,226 SOUTH BROAD STREET,MANKATO,MINNESOTA VALLEY ACTION COUNCIL
892,50726,MN,111,5200,OTTER TAIL WADENA CA COUNCIL INC.,PO BOX L,NEW YORK MILLS,OTTER TAIL WADENA CA COUNCIL INC.
893,50728,MN,117,7750,"SW MINNESOTA OPPORTUNITY COUNCIL, INC.",1152 OXFORD STREET,WORTHINGTON,"SW MINNESOTA OPPORTUNITY COUNCIL, INC."
894,50730,MN,119,1550,"TRI-VALLEY OPPORTUNITY COUNCIL, INC.",114 SOUTH MAIN STREET,CROOKSTON,"TRI-VALLEY OPPORTUNITY COUNCIL, INC."
895,50733,MN,123,6330,RAMSEY ACTION PROGRAMS,"100 MARKET SQUARE, 509 SIBLEY",ST PAUL,RAMSEY ACTION PROGRAMS
896,50734,MN,123,6330,MINNESOTA S.E.O.O.,"RM 404, METRO SQ",ST PAUL,MINNESOTA S.E.O.O.
897,50747,MN,125,5390,"INTER-COUNTY COMMUNITY COUNCIL, INC.",PO BOX 187,OKLEE,"INTER-COUNTY COMMUNITY COUNCIL, INC."
898,50749,MN,137,7200,ARROWHEAD ECONOMIC OPPORTUNITY AGENCY,"6TH ST AND 3RD AVE S, BOX 1066",VIRGINIA,ARROWHEAD ECONOMIC OPPORTUNITY AGENCY
899,50757,MN,137,1900,DULUTH CAP,206 CITY HALL,DULUTH,DULUTH CAP
900,50761,MN,137,5064,NETT LAKE-BOIS FORTE RESERVATION,BOX 728,NETT LAKE,NETT LAKE-BOIS FORTE RESERVATION
