Grantmaker.Name,Grantmaker.State,Recipient.Name,Recipient.City,Recipient.State.Country,Year.Authorized,Grant.Amount,Grantmaker.Type,Recipient.Type
Blue Shield of California Foundation,CA,North East Medical Services,San Francisco,CA,2011,25000,Foundation,CBO
Delta Dental Community Care Foundation,CA,North East Medical Services,San Francisco,CA,2015,10000,Foundation,CBO
Delta Dental Community Care Foundation,CA,North East Medical Services,San Francisco,CA,2014,10000,Foundation,CBO
Delta Dental Community Care Foundation,CA,North East Medical Services,San Francisco,CA,2013,10000,Foundation,CBO
Marin Community Foundation,CA,North East Medical Services,San Francisco,CA,2013,25000,Foundation,CBO
Marin Community Foundation,CA,North East Medical Services,San Francisco,CA,2011,75000,Foundation,CBO
Pfizer Patient Assistance Foundation,NY,North East Medical Services,San Francisco,CA,2012,387150,Foundation,CBO
The East Bay Community Foundation,CA,North East Medical Services,San Francisco,CA,2010,75000,Foundation,CBO
The East Bay Community Foundation,CA,North East Medical Services,San Francisco,CA,2010,75000,Foundation,CBO
The San Francisco Foundation,CA,North East Medical Services,San Francisco,CA,2015,220588,Foundation,CBO
United States Department of Health and Human Services,DC,North East Medical Services,San Francisco,CA,2017,2922501,FED,CBO
United States Department of Health and Human Services,DC,North East Medical Services,San Francisco,CA,2016,120464,FED,CBO
United States Department of Health and Human Services,DC,North East Medical Services,San Francisco,CA,2016,2804254,FED,CBO
United States Department of Health and Human Services,DC,North East Medical Services,San Francisco,CA,2016,525000,FED,CBO
United States Department of Health and Human Services,DC,North East Medical Services,San Francisco,CA,2015,425690,FED,CBO
United States Department of Health and Human Services,DC,North East Medical Services,San Francisco,CA,2015,1000000,FED,CBO
United States Department of Health and Human Services,DC,North East Medical Services,San Francisco,CA,2015,2453933,FED,CBO
United States Department of Health and Human Services,DC,North East Medical Services,San Francisco,CA,2015,250000,FED,CBO
United States Department of Health and Human Services,DC,North East Medical Services,San Francisco,CA,2014,250000,FED,CBO
United States Department of Health and Human Services,DC,North East Medical Services,San Francisco,CA,2014,438396,FED,CBO
United States Department of Health and Human Services,DC,North East Medical Services,San Francisco,CA,2014,2178849,FED,CBO
Wells Fargo Foundation,MN,North East Medical Services,San Francisco,CA,2015,2500,Foundation,CBO
The HealthPath Foundation of Ohio,OH,Ohio Asian American Health Coalition,Columbus,OH,2015,3000,Foundation,Hybrid
Amgen Foundation,CA,On Lok Senior Health Services,San Francisco,CA,2009,10000,Foundation,CBO
Amgen Foundation,CA,On Lok Senior Health Services,San Francisco,CA,2010,15000,Foundation,CBO
Charles Schwab Foundation,CA,On Lok Senior Health Services,San Francisco,CA,2014,681,Foundation,CBO
Charles Schwab Foundation,CA,On Lok Senior Health Services,San Francisco,CA,2013,100,Foundation,CBO
Salesforce  Foundation,CA,On Lok Senior Health Services,San Francisco,CA,2016,3750,Foundation,CBO
The Bank of America Charitable Foundation,NC,On Lok Senior Health Services,San Francisco,CA,2015,500,Foundation,CBO
The Bank of America Charitable Foundation,NC,On Lok Senior Health Services,San Francisco,CA,2015,150,Foundation,CBO
The Bank of America Charitable Foundation,NC,On Lok Senior Health Services,San Francisco,CA,2014,75,Foundation,CBO
The Isabel Allende Foundation,CA,On Lok Senior Health Services,San Francisco,CA,2007,250,Foundation,CBO
The San Francisco Foundation,CA,On Lok Senior Health Services,San Francisco,CA,2015,43279,Foundation,CBO
The San Francisco Foundation,CA,On Lok Senior Health Services,San Francisco,CA,2014,394744,Foundation,CBO
The San Francisco Foundation,CA,On Lok Senior Health Services,San Francisco,CA,2012,10000,Foundation,CBO
The San Francisco Foundation,CA,On Lok Senior Health Services,San Francisco,CA,2012,10000,Foundation,CBO
The San Francisco Foundation,CA,On Lok Senior Health Services,San Francisco,CA,2011,10000,Foundation,CBO
The San Francisco Foundation,CA,On Lok Senior Health Services,San Francisco,CA,2010,10000,Foundation,CBO
The San Francisco Foundation,CA,On Lok Senior Health Services,San Francisco,CA,2010,10000,Foundation,CBO
The San Francisco Foundation,CA,On Lok Senior Health Services,San Francisco,CA,2009,10000,Foundation,CBO
The San Francisco Foundation,CA,On Lok Senior Health Services,San Francisco,CA,2009,1000,Foundation,CBO
The San Francisco Foundation,CA,On Lok Senior Health Services,San Francisco,CA,2008,1000,Foundation,CBO
The San Francisco Foundation,CA,On Lok Senior Health Services,San Francisco,CA,2007,1000,Foundation,CBO
Thomas J. Long Foundation,CA,On Lok Senior Health Services,San Francisco,CA,2014,10000,Foundation,CBO
Thomas J. Long Foundation,CA,On Lok Senior Health Services,San Francisco,CA,2014,10000,Foundation,CBO
College Futures Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2015,273000,Foundation,CBO
College Futures Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2014,58250,Foundation,CBO
College Futures Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2014,15000,Foundation,CBO
College Futures Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2014,75000,Foundation,CBO
College Futures Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2014,40000,Foundation,CBO
College Futures Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2014,87000,Foundation,CBO
College Futures Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2014,9000,Foundation,CBO
College Futures Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2013,9000,Foundation,CBO
College Futures Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2013,40000,Foundation,CBO
College Futures Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2013,75000,Foundation,CBO
College Futures Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2013,15000,Foundation,CBO
College Futures Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2013,15000,Foundation,CBO
College Futures Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2013,40000,Foundation,CBO
College Futures Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2013,75000,Foundation,CBO
College Futures Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2013,87000,Foundation,CBO
College Futures Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2013,9000,Foundation,CBO
College Futures Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2012,15000,Foundation,CBO
College Futures Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2012,70000,Foundation,CBO
College Futures Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2012,15000,Foundation,CBO
College Futures Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2012,70000,Foundation,CBO
College Futures Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2011,56000,Foundation,CBO
College Futures Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2010,11200,Foundation,CBO
College Futures Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2010,56000,Foundation,CBO
East West Bank Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2014,1075,Foundation,CBO
Orange County Community Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2009,12500,Foundation,CBO
Orange County Community Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2008,15000,Foundation,CBO
The Bank of America Charitable Foundation,NC,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2015,100,Foundation,CBO
The Bank of America Charitable Foundation,NC,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2014,100,Foundation,CBO
The California Endowment,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2012,2500,Foundation,CBO
The California Endowment,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2010,30000,Foundation,CBO
The California Endowment,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2009,212469,Foundation,CBO
The California Endowment,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2008,121080,Foundation,CBO
The California Endowment,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2006,50000,Foundation,CBO
The California Endowment,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2006,5000,Foundation,CBO
The California Wellness Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2014,35000,Foundation,CBO
The David and Lucile Packard Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2007,50000,Foundation,CBO
The David and Lucile Packard Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2007,34000,Foundation,CBO
The David and Lucile Packard Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2006,96000,Foundation,CBO
The David and Lucile Packard Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2005,85000,Foundation,CBO
The David and Lucile Packard Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2004,30000,Foundation,CBO
The James Irvine Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2007,300000,Foundation,CBO
The James Irvine Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2005,300000,Foundation,CBO
The James Irvine Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2005,50000,Foundation,CBO
The UPS Foundation,GA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2011,2500,Foundation,CBO
Wallace H. Coulter Trust,FL,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2015,NA,Foundation,CBO
Weingart Foundation,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2005,100000,Foundation,CBO
Wells Fargo Foundation,MN,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2011,10000,Foundation,CBO
Wells Fargo Foundation,MN,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2010,10000,Foundation,CBO
Wells Fargo Foundation,MN,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2010,25000,Foundation,CBO
Wells Fargo Foundation,MN,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2009,1000,Foundation,CBO
Wells Fargo Foundation,MN,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2006,6000,Foundation,CBO
Wells Fargo Foundation,MN,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2004,35000,Foundation,CBO
Wells Fargo Foundation,MN,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2003,15000,Foundation,CBO
Women's Foundation of California,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2006,9000,Foundation,CBO
Women's Foundation of California,CA,Orange County Asian and Pacific Islander Community Alliance,Garden Grove,CA,2005,10000,Foundation,CBO
Abbott Fund,IL,Organization of Chinese Americans,Chicago,IL,2007,2500,Foundation,CBO
AmazonSmile Foundation,WA,Organization of Chinese Americans,Los Angeles,CA,2014,10,Foundation,CBO
Anheuser-Busch Foundation,WI,Organization of Chinese Americans,Washington,DC,2011,10000,Foundation,CBO
Aon Foundation,IL,Organization of Chinese Americans,Chicago,IL,2009,3000,Foundation,CBO
Aon Foundation,IL,Organization of Chinese Americans,Chicago,IL,2008,2500,Foundation,CBO
Aon Foundation,IL,Organization of Chinese Americans,Washington,DC,2007,2500,Foundation,CBO
Aon Foundation,IL,Organization of Chinese Americans,Washington,DC,2005,8000,Foundation,CBO
AT&T Foundation,TX,Organization of Chinese Americans,Roswell,GA,2009,5000,Foundation,CBO
AT&T Foundation,TX,Organization of Chinese Americans,Washington,DC,2005,15000,Foundation,CBO
AT&T Foundation,TX,Organization of Chinese Americans,Los Angeles,CA,2004,2500,Foundation,CBO
AT&T Foundation,TX,Organization of Chinese Americans,Washington,DC,2003,10000,Foundation,CBO
Avon Foundation for Women,NY,Organization of Chinese Americans,Washington,DC,2004,20000,Foundation,CBO
AXA Foundation,NY,Organization of Chinese Americans,Washington,DC,2006,23500,Foundation,CBO
AXA Foundation,NY,Organization of Chinese Americans,Washington,DC,2005,18400,Foundation,CBO
AXA Foundation,NY,Organization of Chinese Americans,Washington,DC,2004,14400,Foundation,CBO
Bill & Melinda Gates Foundation,WA,Organization of Chinese Americans,Washington,DC,2003,1000000,Foundation,CBO
Caesars Foundation,NV,Organization of Chinese Americans,Washington,DC,2009,15000,Foundation,CBO
Caesars Foundation,NV,Organization of Chinese Americans,Washington,DC,2008,35000,Foundation,CBO
Caesars Foundation,NV,Organization of Chinese Americans,Washington,DC,2007,35000,Foundation,CBO
First Hawaiian Bank Foundation,HI,Organization of Chinese Americans,Honolulu,HI,2003,15000,Foundation,CBO
Ford Foundation,NY,Organization of Chinese Americans,Washington,DC,2004,150000,Foundation,CBO
Ford Motor Company Fund,MI,Organization of Chinese Americans,Washington,DC,2005,600,Foundation,CBO
Ford Motor Company Fund,MI,Organization of Chinese Americans,Washington,DC,2005,20000,Foundation,CBO
Ford Motor Company Fund,MI,Organization of Chinese Americans,Washington,DC,2004,20000,Foundation,CBO
Ford Motor Company Fund,MI,Organization of Chinese Americans,Washington,DC,2004,10000,Foundation,CBO
Ford Motor Company Fund,MI,Organization of Chinese Americans,Washington,DC,2003,10000,Foundation,CBO
Ford Motor Company Fund,MI,Organization of Chinese Americans,Washington,DC,2003,20000,Foundation,CBO
Georgia Power Foundation,GA,Organization of Chinese Americans,Atlanta,GA,2009,2000,Foundation,CBO
Georgia Power Foundation,GA,Organization of Chinese Americans,Atlanta,GA,2008,2000,Foundation,CBO
Greater Saint Louis Community Foundation,MO,Organization of Chinese Americans,Chesterfield,MO,2016,977,Foundation,CBO
Illinois Tool Works Foundation,IL,Organization of Chinese Americans,Chicago,IL,2015,300,Foundation,CBO
Illinois Tool Works Foundation,IL,Organization of Chinese Americans,Chicago,IL,2015,300,Foundation,CBO
Kellogg's Corporate Citizenship Fund,MI,Organization of Chinese Americans,Washington,DC,2012,10000,Foundation,CBO
Kellogg's Corporate Citizenship Fund,MI,Organization of Chinese Americans,Washington,DC,2011,15000,Foundation,CBO
Kellogg's Corporate Citizenship Fund,MI,Organization of Chinese Americans,Washington,DC,2010,7000,Foundation,CBO
MUFG Union Bank Foundation,CA,Organization of Chinese Americans,Los Angeles,CA,2007,5000,Foundation,CBO
TCF Foundation,MN,Organization of Chinese Americans,Washington,DC,2011,1000,Foundation,CBO
The Allstate Foundation,IL,Organization of Chinese Americans,Chicago,IL,2014,15000,Foundation,CBO
The Allstate Foundation,IL,Organization of Chinese Americans,Washington,DC,2014,50000,Foundation,CBO
The Allstate Foundation,IL,Organization of Chinese Americans,Berkeley,CA,2014,1000,Foundation,CBO
The Allstate Foundation,IL,Organization of Chinese Americans,Washington,DC,2013,50000,Foundation,CBO
The Allstate Foundation,IL,Organization of Chinese Americans,Washington,DC,2013,50000,Foundation,CBO
The Allstate Foundation,IL,Organization of Chinese Americans,Chicago,IL,2013,15000,Foundation,CBO
The Allstate Foundation,IL,Organization of Chinese Americans,Washington,DC,2012,50000,Foundation,CBO
The Allstate Foundation,IL,Organization of Chinese Americans,Chicago,IL,2012,10000,Foundation,CBO
The Allstate Foundation,IL,Organization of Chinese Americans,Washington,DC,2010,50000,Foundation,CBO
The Allstate Foundation,IL,Organization of Chinese Americans,Washington,DC,2009,50000,Foundation,CBO
The Allstate Foundation,IL,Organization of Chinese Americans,Washington,DC,2008,50000,Foundation,CBO
The Allstate Foundation,IL,Organization of Chinese Americans,Washington,DC,2007,85000,Foundation,CBO
The Allstate Foundation,IL,Organization of Chinese Americans,Bethesda,MD,2006,500,Foundation,CBO
The Allstate Foundation,IL,Organization of Chinese Americans,Bethesda,MD,2006,85000,Foundation,CBO
The Allstate Foundation,IL,Organization of Chinese Americans,Bethesda,MD,2005,100000,Foundation,CBO
The Allstate Foundation,IL,Organization of Chinese Americans,Washington,DC,2004,75000,Foundation,CBO
The Allstate Foundation,IL,Organization of Chinese Americans,Washington,DC,2003,75000,Foundation,CBO
The California Endowment,CA,Organization of Chinese Americans,Sacramento,CA,2016,1000,Foundation,CBO
The California Endowment,CA,Organization of Chinese Americans,Sacramento,CA,2016,1500,Foundation,CBO
The California Endowment,CA,Organization of Chinese Americans,Sacramento,CA,2015,1500,Foundation,CBO
The California Endowment,CA,Organization of Chinese Americans,Sacramento,CA,2014,1500,Foundation,CBO
The California Endowment,CA,Organization of Chinese Americans,Sacramento,CA,2013,1000,Foundation,CBO
The Charles B. Wang Foundation,NJ,Organization of Chinese Americans,New York City,NY,2004,500,Foundation,CBO
The Charles B. Wang Foundation,NJ,Organization of Chinese Americans,New York City,NY,2003,1000,Foundation,CBO
The Coca-Cola Foundation,GA,Organization of Chinese Americans,Washington,DC,2014,50000,Foundation,CBO
The Columbus Foundation and Affiliated Organizations,OH,Organization of Chinese Americans,Washington,DC,2005,25000,Foundation,CBO
The Columbus Foundation and Affiliated Organizations,OH,Organization of Chinese Americans,Washington,DC,2005,10000,Foundation,CBO
The Columbus Foundation and Affiliated Organizations,OH,Organization of Chinese Americans,Washington,DC,2005,10000,Foundation,CBO
The Comcast Foundation,PA,Organization of Chinese Americans,Washington,DC,2015,25000,Foundation,CBO
The Comcast Foundation,PA,Organization of Chinese Americans,Sacramento,CA,2015,21000,Foundation,CBO
The Comcast Foundation,PA,Organization of Chinese Americans,Washington,DC,2013,25000,Foundation,CBO
The Comcast Foundation,PA,Organization of Chinese Americans,Washington,DC,2012,25000,Foundation,CBO
The Comcast Foundation,PA,Organization of Chinese Americans,Los Angeles,CA,2012,25000,Foundation,CBO
The Comcast Foundation,PA,Organization of Chinese Americans,Washington,DC,2011,25000,Foundation,CBO
The Comcast Foundation,PA,Organization of Chinese Americans,Washington,DC,2010,5000,Foundation,CBO
The Comcast Foundation,PA,Organization of Chinese Americans,Washington,DC,2009,20000,Foundation,CBO
The Comcast Foundation,PA,Organization of Chinese Americans,Washington,DC,2009,25000,Foundation,CBO
The Comcast Foundation,PA,Organization of Chinese Americans,Washington,DC,2008,25000,Foundation,CBO
The Greater Washington Community Foundation,DC,Organization of Chinese Americans,Virginia Beach,VA,2006,1000,Foundation,CBO
The Kraft Heinz Company  Foundation,IL,Organization of Chinese Americans,Washington,DC,2016,200,Foundation,CBO
The Minneapolis Foundation,MN,Organization of Chinese Americans,Washington,DC,2014,250,Foundation,CBO
The New York Community Trust,NY,Organization of Chinese Americans,New York City,NY,2007,10000,Foundation,CBO
The Ong Family Foundation,NY,Organization of Chinese Americans,Washington,DC,2007,2000,Foundation,CBO
The Ong Family Foundation,NY,Organization of Chinese Americans,Washington,DC,2006,5000,Foundation,CBO
The PepsiCo Foundation,NY,Organization of Chinese Americans,Washington,DC,2006,30000,Foundation,CBO
The PepsiCo Foundation,NY,Organization of Chinese Americans,Washington,DC,2005,20000,Foundation,CBO
The PG&E Corporation Foundation,CA,Organization of Chinese Americans,Sacramento,CA,2013,3000,Foundation,CBO
The PG&E Corporation Foundation,CA,Organization of Chinese Americans,Washington,DC,2012,1800,Foundation,CBO
The PG&E Corporation Foundation,CA,Organization of Chinese Americans,Sacramento,CA,2012,1500,Foundation,CBO
The Pittsburgh Foundation,PA,Organization of Chinese Americans,Washington,DC,2013,500,Foundation,CBO
The San Diego Foundation,CA,Organization of Chinese Americans,Washington,DC,2003,1000,Foundation,CBO
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2014,150000,Foundation,CBO
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2013,150000,Foundation,CBO
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2012,150000,Foundation,CBO
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2011,150000,Foundation,CBO
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2011,1000,Foundation,CBO
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2010,150000,Foundation,CBO
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2009,5000,Foundation,CBO
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2009,100000,Foundation,CBO
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2008,100000,Foundation,CBO
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2008,15000,Foundation,CBO
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2008,1000,Foundation,CBO
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2008,1500,Foundation,CBO
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2007,50000,Foundation,CBO
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2006,50000,Foundation,CBO
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2005,35000,Foundation,CBO
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2005,750,Foundation,CBO
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2005,250,Foundation,CBO
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2004,35000,Foundation,CBO
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2003,35000,Foundation,CBO
The Wal-Mart Foundation,AR,Organization of Chinese Americans,Washington,DC,2015,80000,Foundation,CBO
The Wal-Mart Foundation,AR,Organization of Chinese Americans,Washington,DC,2014,80000,Foundation,CBO
The Wal-Mart Foundation,AR,Organization of Chinese Americans,Washington,DC,2012,80000,Foundation,CBO
The Wal-Mart Foundation,AR,Organization of Chinese Americans,Washington,DC,2011,82000,Foundation,CBO
The Wal-Mart Foundation,AR,Organization of Chinese Americans,Washington,DC,2005,12000,Foundation,CBO
Verizon Foundation,NJ,Organization of Chinese Americans,Washington,DC,2011,10000,Foundation,CBO
Verizon Foundation,NJ,Organization of Chinese Americans,Washington,DC,2011,25000,Foundation,CBO
Verizon Foundation,NJ,Organization of Chinese Americans,Washington,DC,2011,15000,Foundation,CBO
Verizon Foundation,NJ,Organization of Chinese Americans,Washington,DC,2010,25000,Foundation,CBO
Verizon Foundation,NJ,Organization of Chinese Americans,Washington,DC,2009,25000,Foundation,CBO
Verizon Foundation,NJ,Organization of Chinese Americans,Washington,DC,2008,30000,Foundation,CBO
Verizon Foundation,NJ,Organization of Chinese Americans,New York City,NY,2008,1500,Foundation,CBO
Verizon Foundation,NJ,Organization of Chinese Americans,Washington,DC,2006,60000,Foundation,CBO
Verizon Foundation,NJ,Organization of Chinese Americans,Washington,DC,2006,10000,Foundation,CBO
Verizon Foundation,NJ,Organization of Chinese Americans,New York City,NY,2006,1500,Foundation,CBO
Verizon Foundation,NJ,Organization of Chinese Americans,Washington,DC,2004,26000,Foundation,CBO
Verizon Foundation,NJ,Organization of Chinese Americans,Washington,DC,2003,62500,Foundation,CBO
Wallace H. Coulter Foundation,FL,Organization of Chinese Americans,Washington,DC,2012,10000,Foundation,CBO
Wells Fargo Foundation,MN,Organization of Chinese Americans,Washington,DC,2015,10000,Foundation,CBO
Wells Fargo Foundation,MN,Organization of Chinese Americans,Washington,DC,2010,5000,Foundation,CBO
Wells Fargo Foundation,MN,Organization of Chinese Americans,Washington,DC,2010,2500,Foundation,CBO
Wells Fargo Foundation,MN,Organization of Chinese Americans,Washington,DC,2009,10000,Foundation,CBO
Wells Fargo Foundation,MN,Organization of Chinese Americans,Washington,DC,2009,5000,Foundation,CBO
Wells Fargo Foundation,MN,Organization of Chinese Americans,Washington,DC,2008,5000,Foundation,CBO
Wells Fargo Foundation,MN,Organization of Chinese Americans,Washington,DC,2008,10000,Foundation,CBO
Wells Fargo Foundation,MN,Organization of Chinese Americans,Washington,DC,2005,4000,Foundation,CBO
Wells Fargo Foundation,MN,Organization of Chinese Americans,Los Angeles,CA,2004,10000,Foundation,CBO
Wells Fargo Foundation,MN,Organization of Chinese Americans,Los Angeles,CA,2003,10000,Foundation,CBO
Yum! Brands Foundation,KY,Organization of Chinese Americans,Washington,DC,2011,15000,Foundation,CBO
Yum! Brands Foundation,KY,Organization of Chinese Americans,Washington,DC,2010,15000,Foundation,CBO
California Community Foundation,CA,Pacific Asian Consortium in Employment,Los Angeles,CA,2014,80000,Foundation,CBO
California Community Foundation,CA,Pacific Asian Consortium in Employment,Los Angeles,CA,2013,40000,Foundation,CBO
California Community Foundation,CA,Pacific Asian Consortium in Employment,Los Angeles,CA,2011,75000,Foundation,CBO
Citi Foundation,NY,Pacific Asian Consortium in Employment,Los Angeles,CA,2010,20000,Foundation,CBO
Comerica Charitable Foundation,MI,Pacific Asian Consortium in Employment,Los Angeles,CA,2012,50000,Foundation,CBO
Comerica Charitable Foundation,MI,Pacific Asian Consortium in Employment,Los Angeles,CA,2009,100000,Foundation,CBO
Comerica Charitable Foundation,MI,Pacific Asian Consortium in Employment,Los Angeles,CA,2008,50000,Foundation,CBO
Comerica Charitable Foundation,MI,Pacific Asian Consortium in Employment,Los Angeles,CA,2007,50000,Foundation,CBO
Comerica Charitable Foundation,MI,Pacific Asian Consortium in Employment,Los Angeles,CA,2004,10000,Foundation,CBO
Comerica Charitable Foundation,MI,Pacific Asian Consortium in Employment,Los Angeles,CA,2003,30000,Foundation,CBO
General Mills,MN,Pacific Asian Consortium in Employment,Los Angeles,CA,2007,10000,Foundation,CBO
Just Keep Livin Foundation,CA,Pacific Asian Consortium in Employment,Los Angeles,CA,2014,1000,Foundation,CBO
MUFG Union Bank Foundation,CA,Pacific Asian Consortium in Employment,Los Angeles,CA,2014,100000,Foundation,CBO
MUFG Union Bank Foundation,CA,Pacific Asian Consortium in Employment,Los Angeles,CA,2012,20000,Foundation,CBO
MUFG Union Bank Foundation,CA,Pacific Asian Consortium in Employment,Los Angeles,CA,2007,25000,Foundation,CBO
S. Mark Taper Foundation,CA,Pacific Asian Consortium in Employment,Los Angeles,CA,2008,175000,Foundation,CBO
The Bank of America Charitable Foundation,NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2015,30000,Foundation,CBO
The Bank of America Charitable Foundation,NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2014,35000,Foundation,CBO
The Bank of America Charitable Foundation,NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2013,40000,Foundation,CBO
The Bank of America Charitable Foundation,NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2012,40000,Foundation,CBO
The Bank of America Charitable Foundation,NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2011,40000,Foundation,CBO
The Bank of America Charitable Foundation,NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2010,10000,Foundation,CBO
The Bank of America Charitable Foundation,NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2010,40000,Foundation,CBO
The Bank of America Charitable Foundation,NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2009,10000,Foundation,CBO
The Bank of America Charitable Foundation,NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2009,40000,Foundation,CBO
The Bank of America Charitable Foundation,NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2008,40000,Foundation,CBO
The Bank of America Charitable Foundation,NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2007,10000,Foundation,CBO
The Bank of America Charitable Foundation,NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2007,100000,Foundation,CBO
The Bank of America Charitable Foundation,NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2006,100000,Foundation,CBO
The Bank of America Charitable Foundation,NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2006,35000,Foundation,CBO
The Bank of America Charitable Foundation,NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2005,25000,Foundation,CBO
