Grantmaker Name,Grantmaker State,Recipient Name,Recipient City,Recipient State/Country,Year Authorized,Grant Amount,Support Strategies,Description,Fund_type,Type
Avon Foundation for Women,NY,Organization of Chinese Americans,Washington,DC,2004,20000,Scholarships;,For scholarship program,Private,Service
"AXA Foundation, Inc.",NY,Organization of Chinese Americans,Washington,DC,2006,23500,Continuing support;Scholarships;,For OCA/AXA Achievement Scholarship,Private,Service
"AXA Foundation, Inc.",NY,Organization of Chinese Americans,Washington,DC,2005,18400,Scholarships;,For OCA/AXA Achievement Scholarship,Private,Service
"AXA Foundation, Inc.",NY,Organization of Chinese Americans,Washington,DC,2004,14400,Scholarships;,For scholarships,Private,Service
Bill & Melinda Gates Foundation,WA,Organization of Chinese Americans,Washington,DC,2003,1000000,General support;,For general operating support,Private,Service
Caesars Foundation,NV,Organization of Chinese Americans,Washington,DC,2009,15000,Financial sustainability; Continuing support;,For Event Sponsorship,Private,Service
Caesars Foundation,NV,Organization of Chinese Americans,Washington,DC,2008,35000,Program development; Continuing support;,For event sponsorship,Private,Service
Caesars Foundation,NV,Organization of Chinese Americans,Washington,DC,2007,35000,Program development;,For event sponsorship,Private,Service
First Hawaiian Bank Foundation,HI,Organization of Chinese Americans,Honolulu,HI,2003,15000,Program development;,For opening reception of National Convention,Private,Service
Ford Foundation,NY,Organization of Chinese Americans,Washington,DC,2004,150000,Program development;Research;,For APIAVote to conduct post-election evaluation of voter outreach activities targeting Asian and Pacific Islander Americans and engage in strategic planning,Private,Service
Ford Motor Company Fund,MI,Organization of Chinese Americans,Washington,DC,2005,600,,,Private,Service
Ford Motor Company Fund,MI,Organization of Chinese Americans,Washington,DC,2005,20000,Continuing support;,,Private,Service
Ford Motor Company Fund,MI,Organization of Chinese Americans,Washington,DC,2004,20000,Continuing support;,about,Private,Service
Ford Motor Company Fund,MI,Organization of Chinese Americans,Washington,DC,2004,10000,Continuing support;,,Private,Service
Ford Motor Company Fund,MI,Organization of Chinese Americans,Washington,DC,2003,10000,Continuing support;,,Private,Service
Ford Motor Company Fund,MI,Organization of Chinese Americans,Washington,DC,2003,20000,Continuing support;,,Private,Service
"Georgia Power Foundation, Inc.",GA,Organization of Chinese Americans,Atlanta,GA,2009,2000,General support;,For operating expenses,Private,Service
"Georgia Power Foundation, Inc.",GA,Organization of Chinese Americans,Atlanta,GA,2008,2000,General support;,For operating expenses,Private,Service
Greater Saint Louis Community Foundation,MO,Organization of Chinese Americans,Chesterfield,MO,2016,977,Program development;,2016 Give STL Day net grant,Community,Service
Illinois Tool Works Foundation,IL,Organization of Chinese Americans,Chicago,IL,2015,300,General support;,Unrestricted,Private,Service
Illinois Tool Works Foundation,IL,Organization of Chinese Americans,Chicago,IL,2015,300,General support;,Unrestricted,Private,Service
Kellogg's Corporate Citizenship Fund,MI,Organization of Chinese Americans,Washington,DC,2012,10000,Continuing support;,,Private,Service
Kellogg's Corporate Citizenship Fund,MI,Organization of Chinese Americans,Washington,DC,2011,15000,,,Private,Service
Kellogg's Corporate Citizenship Fund,MI,Organization of Chinese Americans,Washington,DC,2010,7000,,,Private,Service
MUFG Union Bank Foundation,CA,Organization of Chinese Americans,Los Angeles,CA,2007,5000,,,Private,Service
TCF Foundation,MN,Organization of Chinese Americans,Washington,DC,2011,1000,,,Private,Service
The Allstate Foundation,IL,Organization of Chinese Americans,Chicago,IL,2014,15000,Program development;,"OCA professional, business and community education Mentoring.",Private,Service
The Allstate Foundation,IL,Organization of Chinese Americans,Washington,DC,2014,50000,General support;,General Operating Support,Private,Service
The Allstate Foundation,IL,Organization of Chinese Americans,Berkeley,CA,2014,1000,General support;,General Operating Support,Private,Service
The Allstate Foundation,IL,Organization of Chinese Americans,Washington,DC,2013,50000,Advocacy;,For APA Engage!,Private,Service
The Allstate Foundation,IL,Organization of Chinese Americans,Washington,DC,2013,50000,General support; Continuing support;,For general operating support,Private,Service
The Allstate Foundation,IL,Organization of Chinese Americans,Chicago,IL,2013,15000,Continuing support;Program development;,For Professional Leadership Development Programs and Creating Strong Networks of Asian American Leaders Across Different Communities,Private,Service
The Allstate Foundation,IL,Organization of Chinese Americans,Washington,DC,2012,50000,General support;Continuing support;,For general operating support,Private,Service
The Allstate Foundation,IL,Organization of Chinese Americans,Chicago,IL,2012,10000,Program development;,For Professional Leadership Development Programs and Creating Strong Networks of Asian American Leaders Across Different Communities,Private,Service
The Allstate Foundation,IL,Organization of Chinese Americans,Washington,DC,2010,50000,General support;,For General Operating Support,Private,Service
The Allstate Foundation,IL,Organization of Chinese Americans,Washington,DC,2009,50000,Program development;Continuing support;,For Tolerance and Inclusion programs,Private,Service
The Allstate Foundation,IL,Organization of Chinese Americans,Washington,DC,2008,50000,Continuing support; Program development;,For Tolerance and Inclusion programs,Private,Service
The Allstate Foundation,IL,Organization of Chinese Americans,Washington,DC,2007,85000,Program development;,For Tolerance and Inclusion program,Private,Service
The Allstate Foundation,IL,Organization of Chinese Americans,Bethesda,MD,2006,500,General support;,For operating support,Private,Service
The Allstate Foundation,IL,Organization of Chinese Americans,Bethesda,MD,2006,85000,Program development;,For Tolerance and Inclusion program,Private,Service
The Allstate Foundation,IL,Organization of Chinese Americans,Bethesda,MD,2005,100000,,,Private,Service
The Allstate Foundation,IL,Organization of Chinese Americans,Washington,DC,2004,75000,Continuing support;,,Private,Service
The Allstate Foundation,IL,Organization of Chinese Americans,Washington,DC,2003,75000,Continuing support;,,Private,Service
The California Endowment,CA,Organization of Chinese Americans,Sacramento,CA,2016,1000,Financial sustainability;,2015 Dragon Boat Festival Celebration: For sponsorship of a networking and fundraising event supporting increased health and wellness outcomes for Asian American families in Sacramento.,Community,Service
The California Endowment,CA,Organization of Chinese Americans,Sacramento,CA,2016,1500,Program development;,2016 Dragon Boat Festival Celebration: For sponsorship of an annual fundraising event to support increased health and wellness outcomes for Asian and Pacific Islander American families in Sacramento.,Community,Service
The California Endowment,CA,Organization of Chinese Americans,Sacramento,CA,2015,1500,Annual campaigns;Program development;Fundraising;,For 2014 Dragon Boat Festival Celebration: For sponsorship of annual fundraising event to support programs and services that advance the health status of Asian and Pacific Islander Americans in Sacramento.,Community,Service
The California Endowment,CA,Organization of Chinese Americans,Sacramento,CA,2014,1500,Program development; Annual campaigns; Fundraising;,For 2013 Dragon Boat Festival Celebration: For sponsorship of annual fundraising event to support programs and services that advance the health status of Asian and Pacific Islander Americans in Sacramento.,Community,Service
The California Endowment,CA,Organization of Chinese Americans,Sacramento,CA,2013,1000,Fundraising;Annual campaigns;,For 2012 Dragon Boat Festival Celebration Dinner: For sponsorship of annual fundraising event to benefit programs and services that advance the health status of Asian Pacific Islanders in Sacramento.,Community,Service
The Charles B. Wang Foundation,NJ,Organization of Chinese Americans,New York City,NY,2004,500,Program development;,For program support,Private,Service
The Charles B. Wang Foundation,NJ,Organization of Chinese Americans,New York City,NY,2003,1000,Continuing support; Program development;,For general program support,Private,Service
"The Coca-Cola Foundation, Inc.",GA,Organization of Chinese Americans,Washington,DC,2014,50000,Individual development;,This grant will support fourteen internships for first generation Asian Pacific American college students under the direction of Organization of Chinese Americans.,Private,Service
The Columbus Foundation and Affiliated Organizations,OH,Organization of Chinese Americans,Washington,DC,2005,25000,,,Private,Service
The Columbus Foundation and Affiliated Organizations,OH,Organization of Chinese Americans,Washington,DC,2005,10000,Convening;,For Youth Leadership Day,Private,Service
The Columbus Foundation and Affiliated Organizations,OH,Organization of Chinese Americans,Washington,DC,2005,10000,,,Private,Service
The Comcast Foundation,PA,Organization of Chinese Americans,Washington,DC,2015,25000,Program development;,2015 OCA Intemship Program,Private,Service
The Comcast Foundation,PA,Organization of Chinese Americans,Sacramento,CA,2015,21000,,OCA Speak and Lead with Pride,Private,Service
The Comcast Foundation,PA,Organization of Chinese Americans,Washington,DC,2013,25000,Internships;,For OCA Internship Program,Private,Service
The Comcast Foundation,PA,Organization of Chinese Americans,Washington,DC,2012,25000,Continuing support; Internships;,For internship program,Private,Service
The Comcast Foundation,PA,Organization of Chinese Americans,Los Angeles,CA,2012,25000,"Awards, prizes and competitions; Conferences and exhibits; ","For Speak and Lead with Pride, designed to teach API high school students in the Sacramento and San Mateo area the art of effective public speaking and overall leadership skills. Students are matched with mentors during the program, which concludes with a public speaking competition. The winner will address the audience at the OCA National Convention",Private,Service
The Comcast Foundation,PA,Organization of Chinese Americans,Washington,DC,2011,25000,Internships;,For internship program,Private,Service
The Comcast Foundation,PA,Organization of Chinese Americans,Washington,DC,2010,5000,Internships;,For the Internship program,Private,Service
The Comcast Foundation,PA,Organization of Chinese Americans,Washington,DC,2009,20000,Internships; Continuing support;,For Internship Program,Private,Service
The Comcast Foundation,PA,Organization of Chinese Americans,Washington,DC,2009,25000,Program development;Continuing support;Internships;,"For OCA Summer Internship Program, which works with 30 colleges to develop leadership skills and community involvement for their students. The grant will support 20 to 25 summer interns and 5 interns during the academic year",Private,Service
The Comcast Foundation,PA,Organization of Chinese Americans,Washington,DC,2008,25000,Program development; Internships;,"For OCA Summer internship Program, which works with colleges to develop leadership and community involvement",Private,Service
The Greater Washington Community Foundation,DC,Organization of Chinese Americans,Virginia Beach,VA,2006,1000,,,Community,Service
The Kraft Heinz Company  Foundation,IL,Organization of Chinese Americans,Washington,DC,2016,200,General support;,Support General Operations,Private,Service
The Minneapolis Foundation,MN,Organization of Chinese Americans,Washington,DC,2014,250,General support;,General operating support,Community,Service
The New York Community Trust,NY,Organization of Chinese Americans,New York City,NY,2007,10000,"Awards, prizes and competitions;",For high school art contest to combat youth hate crimes,Community,Service
The Ong Family Foundation,NY,Organization of Chinese Americans,Washington,DC,2007,2000,,,Private,Service
The Ong Family Foundation,NY,Organization of Chinese Americans,Washington,DC,2006,5000,,,Private,Service
"The PepsiCo Foundation, Inc.",NY,Organization of Chinese Americans,Washington,DC,2006,30000,Continuing support;,,Private,Service
"The PepsiCo Foundation, Inc.",NY,Organization of Chinese Americans,Washington,DC,2005,20000,,,Private,Service
The PG&E Corporation Foundation,CA,Organization of Chinese Americans,Sacramento,CA,2013,3000,Program development;,For 2013 Dragon Boat Festival Celebration,Private,Service
The PG&E Corporation Foundation,CA,Organization of Chinese Americans,Washington,DC,2012,1800,Program development;,For Annual OCA - Silicon Valley Back to School Book Drive,Private,Service
The PG&E Corporation Foundation,CA,Organization of Chinese Americans,Sacramento,CA,2012,1500,Program development;,For Dragon Boat Festival Celebration,Private,Service
The Pittsburgh Foundation,PA,Organization of Chinese Americans,Washington,DC,2013,500,Program development;,For the OCA Youth Performance Ensemble,Private,Service
The San Diego Foundation,CA,Organization of Chinese Americans,Washington,DC,2003,1000,,,Community,Service
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2014,150000,,,Private,Service
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2013,150000,,,Private,Service
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2012,150000,Continuing support;,,Private,Service
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2011,150000,Continuing support;,,Private,Service
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2011,1000,,,Private,Service
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2010,150000,Continuing support;,,Private,Service
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2009,5000,,,Private,Service
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2009,100000,Continuing support;,,Private,Service
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2008,100000,Continuing support;,,Private,Service
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2008,15000,Continuing support;,,Private,Service
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2008,1000,,,Private,Service
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2008,1500,,,Private,Service
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2007,50000,Continuing support;,,Private,Service
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2006,50000,Continuing support;,,Private,Service
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2005,35000,Continuing support;,,Private,Service
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2005,750,,,Private,Service
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2005,250,,,Private,Service
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2004,35000,Continuing support;,,Private,Service
The UPS Foundation,GA,Organization of Chinese Americans,Washington,DC,2003,35000,Continuing support;,,Private,Service
"The Wal-Mart Foundation, Inc.",AR,Organization of Chinese Americans,Washington,DC,2015,80000,,National Giving - Education,Private,Service
"The Wal-Mart Foundation, Inc.",AR,Organization of Chinese Americans,Washington,DC,2014,80000,,,Private,Service
"The Wal-Mart Foundation, Inc.",AR,Organization of Chinese Americans,Washington,DC,2012,80000,,,Private,Service
"The Wal-Mart Foundation, Inc.",AR,Organization of Chinese Americans,Washington,DC,2011,82000,,,Private,Service
"The Wal-Mart Foundation, Inc.",AR,Organization of Chinese Americans,Washington,DC,2005,12000,Program development;,For grant made through Diversity-Asian American program,Private,Service
Verizon Foundation,NJ,Organization of Chinese Americans,Washington,DC,2011,10000,,,Private,Service
Verizon Foundation,NJ,Organization of Chinese Americans,Washington,DC,2011,25000,,,Private,Service
Verizon Foundation,NJ,Organization of Chinese Americans,Washington,DC,2011,15000,,,Private,Service
Verizon Foundation,NJ,Organization of Chinese Americans,Washington,DC,2010,25000,Continuing support;,,Private,Service
Verizon Foundation,NJ,Organization of Chinese Americans,Washington,DC,2009,25000,Continuing support;,,Private,Service
Verizon Foundation,NJ,Organization of Chinese Americans,Washington,DC,2008,30000,Continuing support;,,Private,Service
Verizon Foundation,NJ,Organization of Chinese Americans,New York City,NY,2008,1500,,For project in Flushing,Private,Service
Verizon Foundation,NJ,Organization of Chinese Americans,Washington,DC,2006,60000,,,Private,Service
Verizon Foundation,NJ,Organization of Chinese Americans,Washington,DC,2006,10000,,,Private,Service
Verizon Foundation,NJ,Organization of Chinese Americans,New York City,NY,2006,1500,,,Private,Service
Verizon Foundation,NJ,Organization of Chinese Americans,Washington,DC,2004,26000,Continuing support; General support;,For unrestricted support,Private,Service
Verizon Foundation,NJ,Organization of Chinese Americans,Washington,DC,2003,62500,General support;Continuing support;,For unrestricted support,Private,Service
Wallace H. Coulter Foundation,FL,Organization of Chinese Americans,Washington,DC,2012,10000,Program development;,,Private,Service
Wells Fargo Foundation,MN,Organization of Chinese Americans,Washington,DC,2015,10000,,"Support of community development education, and human services",Private,Service
Wells Fargo Foundation,MN,Organization of Chinese Americans,Washington,DC,2010,5000,,,Private,Service
Wells Fargo Foundation,MN,Organization of Chinese Americans,Washington,DC,2010,2500,,,Private,Service
Wells Fargo Foundation,MN,Organization of Chinese Americans,Washington,DC,2009,10000,Continuing support;,,Private,Service
Wells Fargo Foundation,MN,Organization of Chinese Americans,Washington,DC,2009,5000,,,Private,Service
Wells Fargo Foundation,MN,Organization of Chinese Americans,Washington,DC,2008,5000,,,Private,Service
Wells Fargo Foundation,MN,Organization of Chinese Americans,Washington,DC,2008,10000,,,Private,Service
Wells Fargo Foundation,MN,Organization of Chinese Americans,Washington,DC,2005,4000,,,Private,Service
Wells Fargo Foundation,MN,Organization of Chinese Americans,Los Angeles,CA,2004,10000,Continuing support;,,Private,Service
Wells Fargo Foundation,MN,Organization of Chinese Americans,Los Angeles,CA,2003,10000,,,Private,Service
"Yum! Brands Foundation, Inc.",KY,Organization of Chinese Americans,Washington,DC,2011,15000,Continuing support; General support;,For unrestricted support,Private,Service
"Yum! Brands Foundation, Inc.",KY,Organization of Chinese Americans,Washington,DC,2010,15000,General support;,For unrestricted support,Private,Service
California Community Foundation,CA,Pacific Asian Consortium in Employment,Los Angeles,CA,2014,80000,,,Community,Service
California Community Foundation,CA,Pacific Asian Consortium in Employment,Los Angeles,CA,2013,40000,,,Community,Service
California Community Foundation,CA,Pacific Asian Consortium in Employment,Los Angeles,CA,2011,75000,,,Community,Service
Citi Foundation,NY,Pacific Asian Consortium in Employment,Los Angeles,CA,2010,20000,Program development;,For Financial Empowerment for Women Project,Private,Service
Comerica Charitable Foundation,MI,Pacific Asian Consortium in Employment,Los Angeles,CA,2012,50000,Program development;,Community Reinvestment Fund,Private,Service
Comerica Charitable Foundation,MI,Pacific Asian Consortium in Employment,Los Angeles,CA,2009,100000,Continuing support;,,Private,Service
Comerica Charitable Foundation,MI,Pacific Asian Consortium in Employment,Los Angeles,CA,2008,50000,Continuing support;,,Private,Service
Comerica Charitable Foundation,MI,Pacific Asian Consortium in Employment,Los Angeles,CA,2007,50000,,,Private,Service
Comerica Charitable Foundation,MI,Pacific Asian Consortium in Employment,Los Angeles,CA,2004,10000,Continuing support;,,Private,Service
Comerica Charitable Foundation,MI,Pacific Asian Consortium in Employment,Los Angeles,CA,2003,30000,Continuing support;,,Private,Service
General Mills Inc,MN,Pacific Asian Consortium in Employment,Los Angeles,CA,2007,10000,Program development;,For PACE Head Start,Private,Service
Just Keep Livin Foundation,CA,Pacific Asian Consortium in Employment,Los Angeles,CA,2014,1000,Program development;,To make sure all the teachers have the tools they need to provide our children with a motivating and learning environment,Private,Service
MUFG Union Bank Foundation,CA,Pacific Asian Consortium in Employment,Los Angeles,CA,2014,100000,,Charitable,Private,Service
MUFG Union Bank Foundation,CA,Pacific Asian Consortium in Employment,Los Angeles,CA,2012,20000,,Charitable,Private,Service
MUFG Union Bank Foundation,CA,Pacific Asian Consortium in Employment,Los Angeles,CA,2007,25000,,,Private,Service
S. Mark Taper Foundation,CA,Pacific Asian Consortium in Employment,Los Angeles,CA,2008,175000,,,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2015,30000,Program development;General support;,Program/operating support,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2014,35000,General support; Program development;,Program/operating support,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2013,40000,General support;Program development;,For PROGRAM/OPERATING SUPPORT,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2012,40000,General support; Program development; Continuing support;,For program and operating support,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2011,40000,Program development;General support;,For program and operating support,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2010,10000,Continuing support;,,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2010,40000,Continuing support;,,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2009,10000,Continuing support;,,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2009,40000,Continuing support;,,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2008,40000,Continuing support;,,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2007,10000,,,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2007,100000,,,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2006,100000,General support; Capacity-building and technical assistance;,For award through Neighborhood Excellence Initiative (NEI) program,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2006,35000,Program development;,For Comprehensive Community Development Program,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2005,25000,General support;Continuing support;,For general support,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Pacific Asian Consortium in Employment,Los Angeles,CA,2004,50000,General support;,For general support,Private,Service
The JPMorgan Chase Foundation,NY,Pacific Asian Consortium in Employment,Los Angeles,CA,2014,50000,Program development;,Charitable program activities support,Private,Service
The JPMorgan Chase Foundation,NY,Pacific Asian Consortium in Employment,Los Angeles,CA,2013,50000,Program development;,For CHARITABLE PROGRAM ACTIVITIES SUPPORT,Private,Service
The JPMorgan Chase Foundation,NY,Pacific Asian Consortium in Employment,Los Angeles,CA,2012,50000,Program development;,For program support,Private,Service
The JPMorgan Chase Foundation,NY,Pacific Asian Consortium in Employment,Los Angeles,CA,2011,75000,Program development;,For Pace Boyle Heights Workforce initiative,Private,Service
The JPMorgan Chase Foundation,NY,Pacific Asian Consortium in Employment,Los Angeles,CA,2010,40000,,,Private,Service
United States Administration For Children And Families,DC,Pacific Asian Consortium in Employment,Los Angeles,CA,2014,508053,Program development;,Community Economic Development Program,Gov,Service
United States Department of Health and Human Services,DC,Pacific Asian Consortium in Employment,Los Angeles,CA,2016,232000,Program development;,PACE ORR Microenterprise Development Program,Gov,Service
United States Department of Health and Human Services,DC,Pacific Asian Consortium in Employment,Los Angeles,CA,2016,500000,Program development;,Community Economic Development (CED) Project,Gov,Service
United States Department of Health and Human Services,DC,Pacific Asian Consortium in Employment,Los Angeles,CA,2015,208964,Program development;,PACE ORR MED Program,Gov,Service
United States Department of Health and Human Services,DC,Pacific Asian Consortium in Employment,Los Angeles,CA,2015,800000,Program development;,Community Economic Development Program,Gov,Service
United States Department of Health and Human Services,DC,Pacific Asian Consortium in Employment,Los Angeles,CA,2015,130500,Program development;,PACE's Saving for the American Dream Program,Gov,Service
United States Department of Health and Human Services,DC,Pacific Asian Consortium in Employment,Los Angeles,CA,2014,130500,Program development;,PACE's Saving for the American Dream Program,Gov,Service
United States Department of Health and Human Services,DC,Pacific Asian Consortium in Employment,Los Angeles,CA,2014,121199,Program development;,PACE ORR MED Program,Gov,Service
United States Internal Revenue Service,DC,Pacific Asian Consortium in Employment,Los Angeles,CA,2016,17125,Program development;,PACE VITA Program,Gov,Service
United States Small Business Administration,DC,Pacific Asian Consortium in Employment,Los Angeles,CA,2016,150000,,Prime,Gov,Service
United States Small Business Administration,DC,Pacific Asian Consortium in Employment,Los Angeles,CA,2015,131250,Program development;,Women s business ownership assistance renewal phase,Gov,Service
United States Small Business Administration,DC,Pacific Asian Consortium in Employment,Los Angeles,CA,2015,135000,Program development;,Program for investment in microentrepreneurs act of 1999 -,Gov,Service
United States Small Business Administration,DC,Pacific Asian Consortium in Employment,Los Angeles,CA,2015,80126,,Micro loan,Gov,Service
United States Small Business Administration,DC,Pacific Asian Consortium in Employment,Los Angeles,CA,2014,125882,Program development;,Women s business ownership assistance - renewal,Gov,Service
United States Small Business Administration,DC,Pacific Asian Consortium in Employment,Los Angeles,CA,2014,150000,,Prime,Gov,Service
United States Small Business Administration,DC,Pacific Asian Consortium in Employment,Los Angeles,CA,2014,79904,Capacity-building and technical assistance;,Microloan technical assistance program,Gov,Service
Weingart Foundation,CA,Pacific Asian Consortium in Employment,Los Angeles,CA,2011,100000,Program development;,For the Small Business Microloan Program,Private,Service
Weingart Foundation,CA,Pacific Asian Consortium in Employment,Los Angeles,CA,2007,47500,Seed money;,To establish financial education program for low-income families,Private,Service
Wells Fargo Foundation,MN,Pacific Asian Consortium in Employment,Los Angeles,CA,2015,10000,,"Support of community development education, and human services",Private,Service
Wells Fargo Foundation,MN,Pacific Asian Consortium in Employment,Los Angeles,CA,2013,1000,,,Private,Service
Wells Fargo Foundation,MN,Pacific Asian Consortium in Employment,Los Angeles,CA,2013,50000,,,Private,Service
Wells Fargo Foundation,MN,Pacific Asian Consortium in Employment,Los Angeles,CA,2009,1000,,,Private,Service
Wells Fargo Foundation,MN,Pacific Asian Consortium in Employment,Los Angeles,CA,2009,20000,,,Private,Service
Wells Fargo Foundation,MN,Pacific Asian Consortium in Employment,Los Angeles,CA,2008,1000,,,Private,Service
Wells Fargo Foundation,MN,Pacific Asian Consortium in Employment,Los Angeles,CA,2008,5000,,,Private,Service
Y. & S. Nazarian Family Foundation,CA,Pacific Asian Consortium in Employment,Los Angeles,CA,2015,500,,Charitable,Private,Service
California Community Foundation,CA,Pacific Asian Counseling Services,Los Angeles,CA,2007,100,,,Community,Service
Chapman & Associates Foundation,CA,Pacific Asian Counseling Services,Los Angeles,CA,2006,2500,,,Private,Service
Sidney Stern Memorial Trust,CA,Pacific Asian Counseling Services,Los Angeles,CA,2010,1500,General support;,For general charitable use,Private,Service
Sidney Stern Memorial Trust,CA,Pacific Asian Counseling Services,Los Angeles,CA,2007,2500,,,Private,Service
The Allstate Foundation,IL,Pacific Asian Counseling Services,Los Angeles,CA,2014,1000,General support;,General Operating Support,Private,Service
The Allstate Foundation,IL,Pacific Asian Counseling Services,Los Angeles,CA,2013,1000,General support;,For general operating support,Private,Service
The Allstate Foundation,IL,Pacific Asian Counseling Services,Los Angeles,CA,2012,1000,Program development;,For Agency Owner Volunteerism,Private,Service
The Allstate Foundation,IL,Pacific Asian Counseling Services,Los Angeles,CA,2010,1000,,For Agency Owner Volunteerism,Private,Service
The Allstate Foundation,IL,Pacific Asian Counseling Services,Los Angeles,CA,2006,500,General support;,For operating support,Private,Service
The California Endowment,CA,Pacific Asian Counseling Services,Los Angeles,CA,2008,176000,Program development; Equipment;,"For Telemental Health Program to improve access to mental health services by providing language interpretation services using video conferencing equipment for low-income, monolingual Asian and Pacific Islander patients in Los Angeles County",Community,Service
The Capital Group Companies Charitable Foundation,CA,Pacific Asian Counseling Services,Los Angeles,CA,2013,3500,,,Private,Service
The Capital Group Companies Charitable Foundation,CA,Pacific Asian Counseling Services,Los Angeles,CA,2011,3500,,,Private,Service
The Capital Group Companies Charitable Foundation,CA,Pacific Asian Counseling Services,Los Angeles,CA,2009,4000,,,Private,Service
The Capital Group Companies Charitable Foundation,CA,Pacific Asian Counseling Services,Los Angeles,CA,2008,5000,,,Private,Service
The Ralph M. Parsons Foundation,CA,Pacific Asian Counseling Services,Los Angeles,CA,2009,40000,Equipment;,For the purchase of a van to increase mental health and social services for low-income and at-risk clients,Private,Service
The Ralph M. Parsons Foundation,CA,Pacific Asian Counseling Services,Los Angeles,CA,2009,2000,Capacity-building and technical assistance; Faculty and staff development; Scholarships;,For tuition and travel expenses associated with executive director's participation in the Nonprofit Management Institute at Stanford,Private,Service
Weingart Foundation,CA,Pacific Asian Counseling Services,Los Angeles,CA,2004,23398,Faculty and staff development;,Toward new Career Counselor position,Private,Service
Wells Fargo Foundation,MN,Pacific Asian Counseling Services,Los Angeles,CA,2010,2500,,,Private,Service
Kawabe Memorial Fund,WA,Pacific Asian Empowerment Program,Seattle,WA,2015,5000,Program development;,Congregate Hot Meal Program for Low Income Minority,Private,Service
Kawabe Memorial Fund,WA,Pacific Asian Empowerment Program,Seattle,WA,2010,3000,Program development;,For nutritional provision for elderly,Private,Service
Kawabe Memorial Fund,WA,Pacific Asian Empowerment Program,Seattle,WA,2008,3500,,,Private,Service
Medina Foundation,WA,Pacific Asian Empowerment Program,Seattle,WA,2004,4000,,,Private,Service
The Norcliffe Foundation,WA,Pacific Asian Empowerment Program,Seattle,WA,2013,10000,Program development;,For Ethnic Senior Congregate Nutrition Program,Private,Service
The Norcliffe Foundation,WA,Pacific Asian Empowerment Program,Seattle,WA,2010,7500,,For nutrition and health services to low-income Pacific Asian residents in King County,Private,Service
The Norcliffe Foundation,WA,Pacific Asian Empowerment Program,Seattle,WA,2009,7500,,For nutrition and health services to low-income Pacific Aaron residents in King County,Private,Service
The Norcliffe Foundation,WA,Pacific Asian Empowerment Program,Seattle,WA,2008,5000,,To provide nutrition and health services to low-income Pacific Asian seniors,Private,Service
The Norcliffe Foundation,WA,Pacific Asian Empowerment Program,Seattle,WA,2006,5000,,,Private,Service
