Grantmaker Name,Grantmaker State,Recipient Name,Recipient City,Recipient State/Country,Year Authorized,Grant Amount,Support Strategies,Description,Fund_type,Type
Ford Motor Company Fund,MI,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2005,5000,,,Private,Advocacy
Ford Motor Company Fund,MI,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2005,90000,Continuing support;,,Private,Advocacy
Ford Motor Company Fund,MI,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2004,92000,,,Private,Advocacy
Ford Motor Company Fund,MI,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2004,12000,,,Private,Advocacy
Foundation to Promote Open Society,NY,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2015,100000,,To ensure an accurate count of the nation's population in the upcoming 2020 Census,Private,Advocacy
Foundation to Promote Open Society,NY,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2015,250000,General support;,To provide general support,Private,Advocacy
Foundation to Promote Open Society,NY,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2014,250000,,For general support,Private,Advocacy
"General Motors Foundation, Inc.",MI,National Association of Latino Elected and Appointed Officials Educational Fund,Washington,DC,2012,25000,General support;,For General Support,Private,Advocacy
Gill Foundation,CO,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2010,12500,Conferences and exhibits;,For sponsorship of the NALEO Educational Fund conference,Private,Advocacy
Gill Foundation,CO,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2010,12500,Conferences and exhibits;,For event sponsorship of the NALEO Educational Fund Conference,Private,Advocacy
Houston Endowment Inc.,TX,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2011,50000,Public engagement and education;Program development;,Toward naturalization assistance and civic education efforts in Houston and surrounding areas,Private,Advocacy
Houston Endowment Inc.,TX,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2008,100000,Program development;,Toward naturalization assistance and civic education efforts in Houston and surrounding areas,Private,Advocacy
Houston Endowment Inc.,TX,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2006,60000,Information and Referral;Program development;,Toward expanding programs in Harris County that provide Hispanics with information and guidance about naturalization process and civic life in democracy,Private,Advocacy
Houston Endowment Inc.,TX,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2004,30000,Program development;Information and Referral;,Toward providing Hispanics in Harris County with information and guidance about naturalization process and civic life in democracy,Private,Advocacy
John S. and James L. Knight Foundation,FL,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2013,250000,Pilot programs;,"For the Naturalizing Immigrant Women pilot program in Los Angeles, Long Beach, and Miami to increase naturalization rates among women",Private,Advocacy
Kapor Center for Social Impact,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2007,40000,,,Private,Advocacy
Levi Strauss Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2006,100000,,,Private,Advocacy
Levi Strauss Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2003,80000,Program development;,For Strengthening the Latino Family: An Economic Empowerment Strategy,Private,Advocacy
Marguerite Casey Foundation,WA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2012,200000,General support; Continuing support;,For general support,Private,Advocacy
Marguerite Casey Foundation,WA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2011,50000,General support;,For general support,Private,Advocacy
Marguerite Casey Foundation,WA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2008,30000,Online media;,To expand civic engagement phone banking operation,Private,Advocacy
Marguerite Casey Foundation,WA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2008,50000,General support;,For general operating support,Private,Advocacy
Marguerite Casey Foundation,WA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2007,50000,Program development;,To increase availability and access to naturalization services for eligible applicants,Private,Advocacy
Marguerite Casey Foundation,WA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2004,300000,Program development;,"To support Voces del Pueblo (Voices of the People) program, an extensive voter engagement initiative aimed at mobilizing registered Latino voters who have been identified as unlikely to vote in next election",Private,Advocacy
"Miami Foundation, The",FL,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2012,10000,Capacity-building and technical assistance;Public engagement and education;,"For Civic Engagement Initiative to educate, mobilize, and integrate Miami-Dade County's Hispanic community into the naturalization and electoral processes, where the comprehensive strategy will focus on naturalization promotion and assistance, technical training and capacity building for local partners, and information dissemination",Private,Advocacy
NEO Philanthropy,NY,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2015,250000,"Systems reform;Policy, advocacy and systems reform;Equal access;Advocacy;",Grant made through State Infrastructure Fund (SIF).,Private,Advocacy
NEO Philanthropy,NY,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2012,100000,General support;,For Grant made through SIF - State Infrastructure Fund,Private,Advocacy
Rosenberg Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2015,15000,General support;,General Support,Private,Advocacy
"Surdna Foundation, Inc.",NY,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2005,5000,"Policy, advocacy and systems reform; Program development; ","To provide Latino policymakers nationwide with leadership development training on promoting sustainable communities, enabling them to become more effective leaders",Private,Advocacy
The Annie E. Casey Foundation,MD,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2015,95000,"Policy, advocacy and systems reform; Faculty and staff development; ",To support a series of policy trainings on Family Economic Success (FES) and student academic achievement principle and strategies targeting newly elected and veteran Latino state legislators,Private,Advocacy
The Annie E. Casey Foundation,MD,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2010,125000,Program development;,To support NALEO as a National Policy Partner to amply AECF messages and promote strategic priorities,Private,Advocacy
The Annie E. Casey Foundation,MD,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2009,75000,Program development; Research; Advocacy;,To support work to target and motivate Latinos to participate in the Census and specifically to ensure that Latino children are better enumerated,Private,Advocacy
The Annie E. Casey Foundation,MD,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2008,15000,Conferences and exhibits;,For conference sponsorship,Private,Advocacy
"The Bank of America Charitable Foundation, Inc.",NC,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2007,50000,,,Private,Advocacy
"The Bank of America Charitable Foundation, Inc.",NC,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2005,25000,General support; Continuing support;,For general support,Private,Advocacy
"The Bank of America Charitable Foundation, Inc.",NC,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2004,10000,General support;,For general support,Private,Advocacy
The California Endowment,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2015,5000,Conferences and exhibits;,"For 31st Annual Conference: For sponsorship of a professional development convening in San Diego that provides Latino policymakers with a forum for in-depth discussion of pertinent policy issues in the key focus areas of health, education and civic engagement.",Community,Advocacy
The California Endowment,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2015,5000,Conferences and exhibits;,"For 31st Annual Conference: For sponsorship of a professional development convening in San Diego that provides Latino policymakers with a forum for in-depth discussion of pertinent policy issues in the key focus areas of health, education and civic engagement.",Community,Advocacy
The California Endowment,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2015,425000,Program development;,Increasing Understanding of Administrative Relief and Medi-cal Eligibility: To bridge the link between deferred action and Medi-cal eligibility for undocumented immigrants in California through an awareness-building campaign and hotline that will inform and connect people to application and enrollment resources.,Community,Advocacy
The California Endowment,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2014,5000,Program development;,For Legislative Summit on Health: For sponsorship of a summit that will provide Latino state legislators with opportunity to enhance their understanding of the implementation of the Affordable Care Act and related key policies that will impact the health of the Latino community in California.,Community,Advocacy
The California Endowment,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2014,5000,Program development;,For Legislative Summit on Health: For sponsorship of a summit that will provide Latino state legislators with opportunity to enhance their understanding of the implementation of the Affordable Care Act and related key policies that will impact the health of the Latino community in California.,Community,Advocacy
The California Endowment,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2014,10000,Program development;General support;,"For General Operating Support: To facilitate the full participation of Latinos in the American political process, from citizenship to public service, to ensure the health and well-being of the Latino community in California",Community,Advocacy
The California Endowment,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2011,15000,Conferences and exhibits;,For 28th Annual Conference,Community,Advocacy
The California Endowment,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2010,550000,Public engagement and education; Program development;,For California Census Outreach,Community,Advocacy
The California Endowment,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2010,25000,Conferences and exhibits;,For 26th Annual Conference,Community,Advocacy
The California Endowment,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2010,15000,Conferences and exhibits;,For 27th Annual Conference,Community,Advocacy
The California Endowment,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2009,550000,Program development;,"For California Health Leadership Program, initiative to develop cadre of Latino elected and appointed officials to provide leadership on health issue in respective communities in California",Community,Advocacy
The California Endowment,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2008,25000,"Policy, advocacy and systems reform;Equal access;Conferences and exhibits;","For nationwide conference to promote dialogue among Latino policymakers about health care access, disparities and reform, mental health, obesity and chronic illness affecting Latino community in California",Community,Advocacy
The California Endowment,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2007,410000,"Policy, advocacy and systems reform; Program development; ",For California Health Leadership Program to develop cadre of Latino elected and appointed officials to provide leadership on health issues in their respective communities in California,Community,Advocacy
The California Endowment,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2006,400000,"Capacity-building and technical assistance;Policy, advocacy and systems reform;Program development;Research;","For California Health Leadership Program (CHLP) pilot, including technical assistance and related programs",Community,Advocacy
The California Endowment,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2005,25000,"Policy, advocacy and systems reform;Conferences and exhibits;",To sponsor two programs at annual conference that will address issues of Latino health and student health throughout California and nationwide,Community,Advocacy
The Comcast Foundation,PA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2008,72500,Program development;,"For Voces del Pueblo (Voices of the People), a non-partisan get-out-the-vote initiative targeting Latinos in select cities",Private,Advocacy
The Comcast Foundation,PA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2008,75000,Program development;Online media;Public engagement and education;,"For Ya es hora hagase contra! (It's about time make yourself count!) program to promote participation in the 2010 census; program will include a hotline, a website, and a media campaign",Private,Advocacy
The Comcast Foundation,PA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2007,72500,Program development; Conferences and exhibits;,"For Voces del Pueblo (Voices of the People), non-partisan get-out-the-vote initiative targeting Latinos in select cities, including media training, voter education, civic participation workshops, and toll-free phone for general inquiries",Private,Advocacy
The David and Lucile Packard Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2005,25000,Conferences and exhibits;,For Annual Conference,Private,Advocacy
The David and Lucile Packard Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2004,160000,"Policy, advocacy and systems reform;Program development;Equal access;",For Policy Institute for Preschool for All,Private,Advocacy
The Durfee Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2006,33500,,,Private,Advocacy
The Durfee Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2005,5000,,,Private,Advocacy
The James Irvine Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2015,300000,,For general operating support.,Private,Advocacy
The James Irvine Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2015,50000,Capacity-building and technical assistance;,To support of strategic planning,Private,Advocacy
The James Irvine Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2015,350000,General support;,For core support,Private,Advocacy
The James Irvine Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2014,15000,Convening;,For 2014 - NALEO - Convening; To support the Census Race and Ethnicity Conference,Private,Advocacy
The James Irvine Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2013,360000,Advocacy; Technical assistance; Research; Program development;,"To conduct research, outreach, and technical assistance designed to expand voter participation, as part of the Future of California Elections",Private,Advocacy
The James Irvine Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2013,400000,Program development; Research;,"To test new approaches to increase voter participation among infrequent Latino voters in Los Angeles, Riverside and San Bernardino counties, and the San Joaquin Valley, as part of the Voter Outreach and Technology (VOTE) Initiative",Private,Advocacy
The James Irvine Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2012,80000,"Convening;Research;Policy, advocacy and systems reform;","To conduct a series of community forums and assess California Counties language assistance practices, as part of the Future of California Elections project",Private,Advocacy
The James Irvine Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2011,150000,Research;,To conduct research on voter participation among California Latinos,Private,Advocacy
The James Irvine Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2009,400000,Public engagement and education; Program development;,"To increase the participation of California's Latino population in the 2010 Census through trainings, regranting to community assistance centers, a bilingual hotline and media outreach",Private,Advocacy
The James Irvine Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2009,225000,Program development;Public engagement and education;,To conduct outreach that encourages diverse Californians to participate in the new redistricting process,Private,Advocacy
The James Irvine Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2009,100000,Public engagement and education;Program development;,To conduct outreach that encourages diverse Californians to apply to serve on the new redistricting commission,Private,Advocacy
The James Irvine Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2008,25000,Capacity-building and technical assistance;,For strategic planning process,Private,Advocacy
The James Irvine Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2007,50000,Program development;,"To promote and facilitate applications for citizenship among legal permanent residents in Los Angeles, Orange, Riverside, San Bernardino, and Ventura counties",Private,Advocacy
The James Irvine Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2007,400000,Program development;,"To conduct nonpartisan voter education and mobilization activities directed to low-propensity Latino voters in Kern, Fresno, Los Angeles, Orange, Riverside, and San Bernardino counties",Private,Advocacy
The James Irvine Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Washington,DC,2005,400000,Program development;,"To conduct nonpartisan voter education and mobilization activities directed to low-propensity Latino voters in Fresno, Los Angeles, Orange, Riverside, and San Bernardino Counties, as part of California Votes Initiative",Private,Advocacy
The James Irvine Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2004,300000,Capacity-building and technical assistance; Program development;,To promote voter participation and to provide Latino elected officials with technical assistance and leadership skills to help them succeed as effective policy makers,Private,Advocacy
The James Irvine Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2004,35000,Capacity-building and technical assistance;,For strategic planning process,Private,Advocacy
The Joyce Foundation,IL,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2013,200000,Program development; Research; Systems reform;,To develop a political reform agenda for Latinos in the Great Lakes region,Private,Advocacy
The Joyce Foundation,IL,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2010,20000,Research;Program development;,To target and mobilize Latino participation in the Census,Private,Advocacy
"The PepsiCo Foundation, Inc.",NY,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2005,50000,,,Private,Advocacy
"The PepsiCo Foundation, Inc.",NY,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2003,25000,Continuing support;,,Private,Advocacy
The PG&E Corporation Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2013,25000,Continuing support;,For 2013 Funding,Private,Advocacy
The PG&E Corporation Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2012,50000,General support;,For funding,Private,Advocacy
The PG&E Corporation Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2011,48000,Program development;,For NALEO Educational Fund's 2011 Programming,Private,Advocacy
The PG&E Corporation Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2009,35000,Conferences and exhibits;,For NALEO Annual Conference NALEO Policy,Private,Advocacy
The PG&E Corporation Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2008,25000,Convening;,For 7th Biennial National Institute for Newly Elected Officials,Private,Advocacy
The Robert Wood Johnson Foundation,NJ,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2013,40000,Conferences and exhibits;,To work with elected and appointed officials to create and promote healthier communities at Latino Legislative Summit on Health,Private,Advocacy
The Robert Wood Johnson Foundation,NJ,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2010,308000,Technical assistance;Program development;Continuing support;,"To provide education, training and technical assistance to develop plan to engage Latino leaders in childhood obesity issues",Private,Advocacy
The Robert Wood Johnson Foundation,NJ,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2007,28035,Continuing support; Technical assistance; Program development;,"To provide education, training and technical assistance to develop plan to engage Latino leaders in childhood obesity issues",Private,Advocacy
The Robert Wood Johnson Foundation,NJ,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2007,494844,Continuing support;Program development;Technical assistance;,"To provide education, training and technical assistance to develop plan to engage Latino leaders in childhood obesity issues",Private,Advocacy
The Robert Wood Johnson Foundation,NJ,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2006,50000,Program development; Technical assistance;,"To provide education, training and technical assistance to develop plan to engage Latino leaders in childhood obesity issues",Private,Advocacy
The Robert Wood Johnson Foundation,NJ,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2006,164390,Program development; Continuing support;,To engage Latino leaders in childhood obesity issues,Private,Advocacy
The San Diego Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2003,250,,,Community,Advocacy
The San Francisco Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2010,2000,General support;,For general support,Community,Advocacy
"The Wal-Mart Foundation, Inc.",AR,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2010,30000,Program development; Public engagement and education;,For NALEO Ya Es Hora Higase Contarl Campaign,Private,Advocacy
"The Wal-Mart Foundation, Inc.",AR,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2010,50000,,,Private,Advocacy
Tides Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2012,60000,Program development; Public engagement and education;,To work with the National Latino Civic Engagement Table,Private,Advocacy
Tides Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2009,150000,General support;,For general support,Private,Advocacy
Unbound Philanthropy,NY,National Association of Latino Elected and Appointed Officials Educational Fund,Washington,DC,2016,25000,Program development;,For project support of a voter information and protection hotline,Private,Advocacy
Unbound Philanthropy,NY,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2014,20000,"Policy, advocacy and systems reform; Equal access; Advocacy; ","Bilingual telephone hotlines (1) to increase voting first-time or infrequent Latino voters, and (2) to provide information to immigrants about DACA.",Private,Advocacy
Vanguard Charitable Endowment Program,MA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2012,50000,Program development;,For specific project,Private,Advocacy
Verizon Foundation,NJ,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2010,24900,,,Private,Advocacy
Verizon Foundation,NJ,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2003,20000,General support;,For unrestricted support,Private,Advocacy
W. K. Kellogg Foundation,MI,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2010,15000,Conferences and exhibits;,To sponsor  annual conference of Latino elected and appointed officials,Private,Advocacy
W. K. Kellogg Foundation,MI,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2009,300000,Systems reform; Program development;,To promote health care coverage and eliminate disparities by sustaining collaboration among partner organizations,Private,Advocacy
W. K. Kellogg Foundation,MI,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2006,900000,"Grantee relations;Policy, advocacy and systems reform;","To develop and implement specific statewide policy agendas that incorporate ENgaging LAtino Communities for Education (ENLACE) initiative principles and best practices in partnership with ENLACE grantees and other key partner organizations. In Spanish, enlace means link or weave together in such a way that the new entity is stronger than its parts. ENLACE partnerships include universities, community colleges, K-12 schools, community-based organizations, students, and parents",Private,Advocacy
W. K. Kellogg Foundation,MI,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2005,459500,"Equal access; Policy, advocacy and systems reform; Program development; Systems reform; ","To elevate issues and interest of communities of color to engage in national reshaping of health care access, quality, and policy through collaboration of four existing organizations",Private,Advocacy
W. K. Kellogg Foundation,MI,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2004,100000,Convening; Program evaluations; Advocacy;,For convening and evaluation of educational leadership initiative,Private,Advocacy
Weingart Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2017,100000,Advocacy;,Unrestricted Operating Support over two years to assist NALEO Educational Fund in sustaining primary and essential services to enable the agency to achieve its mission. Organizational goals over the grant period are: 1. Build fundraising capacity to increase unrestricted dollars; 2. Upgrade IT capacity by completing an audit and implementing findings; 3. Enhance communications capacity to support fund development plan and civic engagement appeals; and 4. Strengthen leadership capacity by developing a formal succession plan for Board and staff.,Private,Advocacy
Weingart Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2009,7500,,For ya eshora civic engagement campaign,Private,Advocacy
Weingart Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2008,10000,Program development;,For Ya es Hora civic engagement campaign,Private,Advocacy
Weingart Foundation,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2007,5000,,For citizenship workshop,Private,Advocacy
Wells Fargo Foundation,MN,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2015,80000,Program development;,"Support of community development education, and human services",Private,Advocacy
Wells Fargo Foundation,MN,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2010,5000,,,Private,Advocacy
Wells Fargo Foundation,MN,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2006,7500,,,Private,Advocacy
Wells Fargo Foundation,MN,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2005,7500,,,Private,Advocacy
Western Union Foundation,CO,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2004,25000,General support;,For operating support,Private,Advocacy
"Z. Smith Reynolds Foundation, Inc.",NC,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2015,15000,Program development;,Increasing NC Latino Civic Participation project,Private,Advocacy
ZeroDivide,CA,National Association of Latino Elected and Appointed Officials Educational Fund,Los Angeles,CA,2006,50000,Public engagement and education; Online media;,"For Latino Information Technology Empowerment Initiative (LITE), comprehensive web outreach strategy that will be integrated into programmatic areas, which will provide Latino community with culturally competent bilingual information on naturalization and voting processes and procedures and enhance ability of Latino elected officials to serve their constituents",Private,Advocacy
California Community Foundation,CA,National Coalition of Hispanic Organizations,Sacramento,CA,2005,1500,,,Community,Advocacy
Levi Strauss Foundation,CA,National Coalition of Hispanic Organizations,Sacramento,CA,2007,40000,General support;,For general support,Private,Advocacy
Levi Strauss Foundation,CA,National Coalition of Hispanic Organizations,Sacramento,CA,2006,15000,Continuing support;,,Private,Advocacy
Levi Strauss Foundation,CA,National Coalition of Hispanic Organizations,Sacramento,CA,2005,15000,Continuing support;,,Private,Advocacy
Levi Strauss Foundation,CA,National Coalition of Hispanic Organizations,Sacramento,CA,2004,15000,Continuing support;,,Private,Advocacy
Levi Strauss Foundation,CA,National Coalition of Hispanic Organizations,Sacramento,CA,2003,10000,,,Private,Advocacy
MUFG Union Bank Foundation,CA,National Coalition of Hispanic Organizations,Sacramento,CA,2007,5000,,,Private,Advocacy
Rosenberg Foundation,CA,National Coalition of Hispanic Organizations,Sacramento,CA,2011,500,General support;,For general support,Private,Advocacy
The California Endowment,CA,National Coalition of Hispanic Organizations,Sacramento,CA,2004,35000,"Policy, advocacy and systems reform;Program development;","For Diabetes Prevention in Latino Communities, series of dialogues with representatives from Latino organizations in California to increase their understanding and involvement in state and local diabetes prevention policy efforts",Community,Advocacy
Wells Fargo Foundation,MN,National Coalition of Hispanic Organizations,Sacramento,CA,2010,15000,Continuing support;,,Private,Advocacy
Wells Fargo Foundation,MN,National Coalition of Hispanic Organizations,Sacramento,CA,2009,30000,Continuing support;,,Private,Advocacy
Wells Fargo Foundation,MN,National Coalition of Hispanic Organizations,Sacramento,CA,2008,30000,Continuing support;,,Private,Advocacy
Wells Fargo Foundation,MN,National Coalition of Hispanic Organizations,Sacramento,CA,2006,30000,Continuing support;,,Private,Advocacy
Wells Fargo Foundation,MN,National Coalition of Hispanic Organizations,Sacramento,CA,2005,30000,Continuing support;,,Private,Advocacy
Wells Fargo Foundation,MN,National Coalition of Hispanic Organizations,Sacramento,CA,2004,25000,Continuing support;,,Private,Advocacy
Wells Fargo Foundation,MN,National Coalition of Hispanic Organizations,Sacramento,CA,2003,25000,,,Private,Advocacy
Abbott Fund,IL,National Hispanic Council on Aging,Washington,DC,2007,50000,,,Private,Mixed
Archstone Foundation,CA,National Hispanic Council on Aging,Washington,DC,2014,104608,,To implement a Benefits Education for Frail Hispanic Older Adults project that will educate Hispanic elders and their families on programs that help to access and pay for needed medical care.,Private,Mixed
Arcus Foundation,NY,National Hispanic Council on Aging,Washington,DC,2011,65000,Research;Program development;,For national community assessment of LGBT Latino/a Elders,Private,Mixed
Ford Foundation,NY,National Hispanic Council on Aging,Washington,DC,2014,150000,Grassroots organizing;Public engagement and education;,To educate and mobilize older Hispanic adults around paid family and medical leave and paid sick days,Private,Mixed
Ford Foundation,NY,National Hispanic Council on Aging,Washington,DC,2012,175000,Program development;Advocacy;,To educate and mobilize older Hispanic adults about paid family and medical leave and paid sick days,Private,Mixed
Ford Foundation,NY,National Hispanic Council on Aging,Washington,DC,2011,130000,Program development;Advocacy;,To mobilize groups serving older Hispanic adults in support of paid sick days and paid family and medical leave,Private,Mixed
Gill Foundation,CO,National Hispanic Council on Aging,Washington,DC,2011,25000,Program development; Advocacy;,For program support for ongoing work with Services and Advocacy for GLBT Elders (SAGE) to ensure that LGBT older adults' needs are represented in national advocacy efforts,Private,Mixed
Gill Foundation,CO,National Hispanic Council on Aging,Washington,DC,2011,3000,General support;,For general operating support,Private,Mixed
Johnson & Johnson Family of Companies Contribution Fund,NJ,National Hispanic Council on Aging,Washington,DC,2005,10000,,,Private,Mixed
